Time,PosX,PosY,PosZ,Roll,Pitch,Yaw
6.06,24.0412,-3.70146e-06,0.717656,-1.85509e-06,-0.0258028,-2.58856e-06
6.07,24.1061,-4.01889e-06,0.722908,-1.9639e-06,-0.0281578,-2.70311e-06
6.08,24.1712,-4.35532e-06,0.727966,-2.06105e-06,-0.0303106,-2.82373e-06
6.09,24.2364,-4.71277e-06,0.732781,-2.14651e-06,-0.0322286,-2.9515e-06
6.1,24.3019,-5.0647e-06,0.737298,-2.21512e-06,-0.0338709,-3.04888e-06
6.11,24.3673,-5.42135e-06,0.741381,-2.28377e-06,-0.0350481,-3.14086e-06
6.12,24.4328,-5.78395e-06,0.744956,-2.34991e-06,-0.0356535,-3.22729e-06
6.13,24.4983,-6.15359e-06,0.747984,-2.41214e-06,-0.0356997,-3.30804e-06
6.14,24.5638,-6.53116e-06,0.750435,-2.46923e-06,-0.0352144,-3.38281e-06
6.15,24.6293,-6.91731e-06,0.752281,-2.52138e-06,-0.0342292,-3.45135e-06
6.16,24.6949,-7.31267e-06,0.753497,-2.56822e-06,-0.0327775,-3.51337e-06
6.17,24.7604,-7.71783e-06,0.754058,-2.6097e-06,-0.0308939,-3.56846e-06
6.18,24.826,-8.13333e-06,0.753941,-2.64569e-06,-0.0286134,-3.61614e-06
6.19,24.8916,-8.55966e-06,0.753123,-2.67603e-06,-0.0259706,-3.6559e-06
6.2,24.9573,-8.99738e-06,0.751583,-2.70061e-06,-0.0229984,-3.6871e-06
6.21,25.0229,-9.44671e-06,0.749301,-2.71941e-06,-0.0197269,-3.7094e-06
6.22,25.0885,-9.90838e-06,0.746258,-2.73246e-06,-0.0161827,-3.72187e-06
6.23,25.1542,-1.03824e-05,0.742439,-2.73992e-06,-0.0123883,-3.72433e-06
6.24,25.2202,-1.0868e-05,0.73815,-2.73578e-06,-0.00898118,-3.71388e-06
6.25,25.2864,-1.13647e-05,0.733495,-2.72492e-06,-0.00595146,-3.6912e-06
6.26,25.3528,-1.18501e-05,0.728621,-2.68314e-06,-0.00333985,-3.6776e-06
6.27,25.4193,-1.23263e-05,0.723631,-2.62338e-06,-0.0012011,-3.67226e-06
6.28,25.486,-1.27932e-05,0.718611,-2.55065e-06,0.000445955,-3.67442e-06
6.29,25.5501,-1.33016e-05,0.715359,-2.55401e-06,0.00462231,-3.67885e-06
6.3,25.6133,-1.38464e-05,0.714746,-2.6416e-06,0.0110461,-3.65212e-06
6.31,25.6766,-1.43845e-05,0.714897,-2.7261e-06,0.016233,-3.62357e-06
6.32,25.7399,-1.49528e-05,0.716425,-2.85603e-06,0.0210563,-3.52983e-06
6.33,25.8034,-1.55149e-05,0.718382,-2.90043e-06,0.0246078,-3.41611e-06
6.34,25.867,-1.60682e-05,0.720449,-2.91182e-06,0.0269389,-3.29919e-06
6.35,25.9307,-1.66276e-05,0.722751,-2.91949e-06,0.02853,-3.16828e-06
6.36,25.9946,-1.71945e-05,0.725052,-2.9269e-06,0.0297437,-3.04331e-06
6.37,26.0587,-1.77675e-05,0.727331,-2.93346e-06,0.0306173,-2.9243e-06
6.38,26.123,-1.83461e-05,0.72957,-2.93854e-06,0.0311778,-2.81411e-06
6.39,26.1874,-1.89302e-05,0.731747,-2.94194e-06,0.0314494,-2.71264e-06
6.4,26.252,-1.95201e-05,0.733847,-2.9436e-06,0.0314576,-2.61967e-06
6.41,26.3168,-2.01161e-05,0.735851,-2.94385e-06,0.0312296,-2.53147e-06
6.42,26.3818,-2.07181e-05,0.737577,-2.84034e-06,0.0305845,-2.45502e-06
6.43,26.4469,-2.1324e-05,0.738838,-2.73938e-06,0.0293656,-2.38267e-06
6.44,26.5122,-2.19328e-05,0.739513,-2.64365e-06,0.0275077,-2.31403e-06
6.45,26.5776,-2.25436e-05,0.739527,-2.55086e-06,0.0250081,-2.24848e-06
6.46,26.6432,-2.31543e-05,0.738833,-2.46068e-06,0.0219038,-2.18202e-06
6.47,26.7089,-2.37642e-05,0.737397,-2.37321e-06,0.0182544,-2.11394e-06
6.48,26.7748,-2.43723e-05,0.735187,-2.28736e-06,0.014126,-2.04323e-06
6.49,26.8409,-2.49769e-05,0.73217,-2.20391e-06,0.00958232,-1.96839e-06
6.5,26.9071,-2.55811e-05,0.72878,-2.13539e-06,0.00525508,-1.88924e-06
6.51,26.9735,-2.61834e-05,0.725038,-2.07928e-06,0.00116725,-1.80565e-06
6.52,27.0401,-2.67845e-05,0.721054,-2.03803e-06,-0.00255698,-1.71475e-06
6.53,27.107,-2.73873e-05,0.716966,-2.01366e-06,-0.00579179,-1.61697e-06
6.54,27.174,-2.79909e-05,0.712887,-1.99718e-06,-0.00845915,-1.51625e-06
6.55,27.2412,-2.85965e-05,0.708918,-1.98905e-06,-0.010568,-1.41432e-06
6.56,27.3086,-2.92038e-05,0.705105,-1.98693e-06,-0.0121314,-1.31157e-06
6.57,27.3763,-2.98107e-05,0.70148,-1.98342e-06,-0.0131851,-1.21021e-06
6.58,27.4441,-3.04178e-05,0.69807,-1.98155e-06,-0.0137762,-1.10904e-06
6.59,27.5121,-3.10245e-05,0.694899,-1.97883e-06,-0.0139578,-1.00853e-06
6.6,27.5803,-3.16306e-05,0.691991,-1.97523e-06,-0.0137865,-9.08684e-07
6.61,27.6488,-3.22358e-05,0.689369,-1.97059e-06,-0.0133213,-8.09608e-07
6.62,27.7174,-3.284e-05,0.687052,-1.96472e-06,-0.0126227,-7.11303e-07
6.63,27.7861,-3.34431e-05,0.685054,-1.95745e-06,-0.0117508,-6.13811e-07
6.64,27.8551,-3.39047e-05,0.683314,-1.75939e-06,-0.0108458,-6.44365e-07
6.65,27.9243,-3.43501e-05,0.681769,-1.58704e-06,-0.0100334,-6.85734e-07
6.66,27.9936,-3.47821e-05,0.680432,-1.44172e-06,-0.00932974,-7.38569e-07
6.67,28.0631,-3.52028e-05,0.679316,-1.32363e-06,-0.00873953,-8.03285e-07
6.68,28.1327,-3.5617e-05,0.678429,-1.23571e-06,-0.00826513,-8.83666e-07
6.69,28.2026,-3.60266e-05,0.677773,-1.17592e-06,-0.00790542,-9.7794e-07
6.7,28.2726,-3.64335e-05,0.677342,-1.14208e-06,-0.00765718,-1.08421e-06
6.71,28.3428,-3.68392e-05,0.677129,-1.13132e-06,-0.00751512,-1.20032e-06
6.72,28.4132,-3.72453e-05,0.677118,-1.14066e-06,-0.0074722,-1.32401e-06
6.73,28.4837,-3.7571e-05,0.677157,-1.05597e-06,-0.00744463,-1.32367e-06
6.74,28.5508,-3.78585e-05,0.679504,-9.6264e-07,-0.00859651,-1.30295e-06
6.75,28.6172,-3.81684e-05,0.683889,-9.493e-07,-0.0114495,-1.29946e-06
6.76,28.6835,-3.84798e-05,0.688724,-9.58492e-07,-0.0139262,-1.28235e-06
6.77,28.7501,-3.87349e-05,0.694051,-9.12373e-07,-0.0165259,-1.28709e-06
6.78,28.8168,-3.89806e-05,0.69947,-8.38299e-07,-0.0190774,-1.30512e-06
6.79,28.8837,-3.91747e-05,0.704982,-6.65714e-07,-0.0216449,-1.28806e-06
6.8,28.9508,-3.93154e-05,0.710546,-4.11808e-07,-0.0242216,-1.2772e-06
6.81,29.018,-3.94172e-05,0.716093,-1.1911e-07,-0.0267592,-1.27654e-06
6.82,29.0854,-3.94767e-05,0.72155,1.97212e-07,-0.0291955,-1.28931e-06
6.83,29.1531,-3.94896e-05,0.726847,5.2353e-07,-0.0314728,-1.31705e-06
6.84,29.2209,-3.94504e-05,0.731927,8.48223e-07,-0.0335467,-1.3595e-06
6.85,29.2889,-3.93543e-05,0.736744,1.16177e-06,-0.0353884,-1.41606e-06
6.86,29.3569,-3.92233e-05,0.741142,1.43425e-06,-0.036777,-1.48894e-06
6.87,29.4249,-3.90594e-05,0.745037,1.67972e-06,-0.0375984,-1.5832e-06
6.88,29.4929,-3.88617e-05,0.748387,1.90285e-06,-0.037861,-1.70128e-06
6.89,29.561,-3.86289e-05,0.751163,2.10544e-06,-0.0375907,-1.8446e-06
6.9,29.6291,-3.83596e-05,0.753339,2.28895e-06,-0.0368176,-2.01433e-06
6.91,29.6972,-3.80526e-05,0.754889,2.45429e-06,-0.0355734,-2.21152e-06
6.92,29.7653,-3.77069e-05,0.755788,2.6019e-06,-0.0338906,-2.4372e-06
6.93,29.8335,-3.73216e-05,0.756012,2.73224e-06,-0.0318028,-2.69252e-06
6.94,29.9016,-3.68959e-05,0.755539,2.84586e-06,-0.029344,-2.97868e-06
6.95,29.9698,-3.64292e-05,0.754349,2.94343e-06,-0.0265468,-3.2968e-06
6.96,30.038,-3.59212e-05,0.752421,3.02575e-06,-0.0234417,-3.64791e-06
6.97,30.1062,-3.53719e-05,0.749737,3.09382e-06,-0.020056,-4.03264e-06
6.98,30.1744,-3.47813e-05,0.74628,3.14879e-06,-0.0164129,-4.4519e-06
6.99,30.2426,-3.41494e-05,0.742038,3.19198e-06,-0.0125317,-4.90626e-06
7,30.3112,-3.34766e-05,0.737332,3.21839e-06,-0.00905492,-5.38698e-06
7.01,30.38,-3.27622e-05,0.732276,3.23325e-06,-0.00598408,-5.89923e-06
7.02,30.4489,-3.20821e-05,0.727022,3.14533e-06,-0.00336603,-6.37622e-06
7.03,30.5179,-3.14309e-05,0.721681,2.99174e-06,-0.00125428,-6.81551e-06
7.04,30.5849,-3.09286e-05,0.717905,2.63188e-06,0.00297887,-7.18528e-06
7.05,30.6514,-3.05109e-05,0.716347,2.16367e-06,0.00888114,-7.5035e-06
7.06,30.7177,-3.01591e-05,0.716585,1.66046e-06,0.0149596,-7.64587e-06
7.07,30.7842,-2.96374e-05,0.717497,1.38918e-06,0.0195921,-7.7565e-06
7.08,30.8507,-2.90814e-05,0.718748,1.2611e-06,0.0228443,-7.80026e-06
7.09,30.9175,-2.84674e-05,0.720312,1.22609e-06,0.0251509,-7.83913e-06
7.1,30.9844,-2.77916e-05,0.72213,1.24677e-06,0.0267401,-7.88853e-06
7.11,31.0515,-2.74049e-05,0.724012,8.37116e-07,0.0278963,-8.27173e-06
7.12,31.1187,-2.70208e-05,0.725881,4.8892e-07,0.0287286,-8.7117e-06
7.13,31.1861,-2.66398e-05,0.727721,1.94895e-07,0.029264,-9.23144e-06
7.14,31.2537,-2.62639e-05,0.729514,-5.29567e-08,0.0295266,-9.82687e-06
7.15,31.3214,-2.58953e-05,0.731247,-2.61758e-07,0.029541,-1.04942e-05
7.16,31.3893,-2.54481e-05,0.732709,-4.28995e-07,0.0290927,-1.12807e-05
7.17,31.4574,-2.50228e-05,0.733718,-6.41468e-07,0.0280275,-1.21e-05
7.18,31.5257,-2.46329e-05,0.734159,-8.65934e-07,0.0262857,-1.29454e-05
7.19,31.5941,-2.42852e-05,0.733959,-1.08341e-06,0.0238691,-1.3816e-05
7.2,31.6626,-2.39809e-05,0.733073,-1.29279e-06,0.020817,-1.47134e-05
7.21,31.7313,-2.37212e-05,0.731469,-1.49093e-06,0.0171895,-1.56415e-05
7.22,31.8002,-2.3506e-05,0.729117,-1.67931e-06,0.0130532,-1.66011e-05
7.23,31.8692,-2.33706e-05,0.726439,-1.92802e-06,0.00903592,-1.75533e-05
7.24,31.9384,-2.3297e-05,0.723444,-2.17708e-06,0.00516889,-1.85235e-05
7.25,32.0078,-2.32762e-05,0.720209,-2.39533e-06,0.0015604,-1.95209e-05
7.26,32.0774,-2.33029e-05,0.716841,-2.57528e-06,-0.00167287,-2.05514e-05
7.27,32.1472,-2.33749e-05,0.713436,-2.7195e-06,-0.00444414,-2.16122e-05
7.28,32.2172,-2.34928e-05,0.71007,-2.83694e-06,-0.00670912,-2.26985e-05
7.29,32.2874,-2.35641e-05,0.706829,-2.81526e-06,-0.00850333,-2.37249e-05
7.3,32.3578,-2.35977e-05,0.703748,-2.70419e-06,-0.00983814,-2.46803e-05
7.31,32.4284,-2.35995e-05,0.700853,-2.53339e-06,-0.0107403,-2.55598e-05
7.32,32.4992,-2.35749e-05,0.698165,-2.32621e-06,-0.0112463,-2.63605e-05
7.33,32.5702,-2.35289e-05,0.695705,-2.10015e-06,-0.0113989,-2.7085e-05
7.34,32.6414,-2.34655e-05,0.69349,-1.86746e-06,-0.0112457,-2.77319e-05
7.35,32.7128,-2.33884e-05,0.691535,-1.63678e-06,-0.0108376,-2.83018e-05
7.36,32.7843,-2.33005e-05,0.68985,-1.41492e-06,-0.0102271,-2.8796e-05
7.37,32.8561,-2.42881e-05,0.688401,-2.66373e-06,-0.00951587,-2.82328e-05
7.38,32.928,-2.53534e-05,0.687093,-3.6759e-06,-0.00886302,-2.75541e-05
7.39,33.0001,-2.64727e-05,0.685935,-4.44862e-06,-0.00828722,-2.67608e-05
7.4,33.0724,-2.76252e-05,0.68494,-4.9873e-06,-0.00779371,-2.58553e-05
7.41,33.1448,-2.87909e-05,0.684117,-5.30192e-06,-0.0073851,-2.48436e-05
7.42,33.2174,-2.99416e-05,0.68347,-5.3931e-06,-0.0070631,-2.37191e-05
7.43,33.2902,-3.105e-05,0.682999,-5.30883e-06,-0.00682664,-2.25141e-05
7.44,33.3632,-3.21188e-05,0.682699,-5.05141e-06,-0.00667306,-2.1237e-05
7.45,33.4364,-3.31369e-05,0.682562,-4.64806e-06,-0.00659823,-1.99086e-05
7.46,33.5097,-3.49675e-05,0.68255,-5.29618e-06,-0.00658178,-1.99142e-05
7.47,33.5799,-3.73182e-05,0.684589,-6.61814e-06,-0.00759931,-2.07578e-05
7.48,33.6496,-3.97311e-05,0.688415,-7.94324e-06,-0.0101152,-2.19143e-05
7.49,33.7193,-4.22031e-05,0.693542,-9.29359e-06,-0.0134493,-2.32926e-05
7.5,33.7891,-4.45467e-05,0.699033,-1.01239e-05,-0.0164711,-2.46501e-05
7.51,33.8591,-4.75723e-05,0.704732,-1.13816e-05,-0.0192642,-2.53967e-05
7.52,33.9293,-5.07641e-05,0.710505,-1.21745e-05,-0.0220529,-2.58151e-05
7.53,33.9996,-5.39615e-05,0.716291,-1.22534e-05,-0.0248062,-2.61744e-05
7.54,34.0702,-5.7133e-05,0.722007,-1.17486e-05,-0.0274576,-2.65661e-05
7.55,34.1409,-6.03623e-05,0.727572,-1.08993e-05,-0.029938,-2.70148e-05
7.56,34.2118,-6.3633e-05,0.732917,-9.79715e-06,-0.032193,-2.75465e-05
7.57,34.2829,-6.69213e-05,0.737989,-8.50812e-06,-0.0341884,-2.8179e-05
7.58,34.354,-7.02254e-05,0.742636,-7.31221e-06,-0.0357012,-2.87429e-05
7.59,34.4252,-7.35337e-05,0.746781,-6.20704e-06,-0.0366396,-2.9251e-05
7.6,34.4963,-7.68381e-05,0.750385,-5.18609e-06,-0.0370165,-2.97155e-05
7.61,34.5675,-8.01317e-05,0.753421,-4.24159e-06,-0.0368601,-3.01479e-05
7.62,34.6387,-8.34088e-05,0.75586,-3.36735e-06,-0.0362009,-3.05581e-05
7.63,34.7099,-8.66637e-05,0.757678,-2.55917e-06,-0.0350703,-3.09551e-05
7.64,34.7811,-8.98917e-05,0.758847,-1.81265e-06,-0.0335002,-3.13467e-05
7.65,34.8524,-9.30879e-05,0.759342,-1.12389e-06,-0.0315238,-3.17401e-05
7.66,34.9236,-9.62482e-05,0.759141,-4.88974e-07,-0.0291749,-3.21417e-05
7.67,34.9949,-9.93684e-05,0.758221,9.60703e-08,-0.0264866,-3.25576e-05
7.68,35.0662,-0.000102445,0.756562,6.35088e-07,-0.0234898,-3.29931e-05
7.69,35.1375,-0.000105475,0.754146,1.13178e-06,-0.0202125,-3.34532e-05
7.7,35.2088,-0.000108455,0.750956,1.58974e-06,-0.0166789,-3.39421e-05
7.71,35.2801,-0.000111385,0.746978,2.01249e-06,-0.0129088,-3.4463e-05
7.72,35.3518,-0.000114274,0.742522,2.35435e-06,-0.00952101,-3.49876e-05
7.73,35.4237,-0.000117117,0.737693,2.62091e-06,-0.00652301,-3.5532e-05
7.74,35.4956,-0.000120011,0.732638,2.70507e-06,-0.00395652,-3.60306e-05
7.75,35.5652,-0.000123706,0.729178,1.58314e-06,0.00110528,-3.64357e-05
7.76,35.634,-0.000128215,0.728392,-1.02577e-06,0.00842879,-3.63396e-05
7.77,35.7027,-0.000133019,0.729706,-3.71995e-06,0.0157302,-3.5269e-05
7.78,35.7714,-0.000137262,0.731762,-4.73508e-06,0.0211225,-3.37157e-05
7.79,35.8403,-0.000141198,0.734133,-4.87017e-06,0.0249213,-3.19334e-05
7.8,35.9093,-0.000144988,0.736543,-4.64396e-06,0.0274875,-3.0108e-05
7.81,35.9785,-0.000148696,0.738814,-4.29787e-06,0.0290316,-2.82835e-05
7.82,36.0478,-0.000152341,0.740949,-4.04763e-06,0.0301583,-2.6641e-05
7.83,36.1173,-0.000155887,0.742946,-3.83928e-06,0.0309266,-2.52132e-05
7.84,36.187,-0.000159324,0.744792,-3.65635e-06,0.0313654,-2.40041e-05
7.85,36.2568,-0.000162647,0.746475,-3.48823e-06,0.0315018,-2.30153e-05
7.86,36.3268,-0.000165854,0.747987,-3.32856e-06,0.0313648,-2.22469e-05
7.87,36.397,-0.000169078,0.749118,-3.25131e-06,0.0307366,-2.15447e-05
7.88,36.4673,-0.000172346,0.749721,-3.19487e-06,0.029503,-2.08784e-05
7.89,36.5378,-0.000175666,0.749709,-3.12589e-06,0.0276316,-2.02407e-05
7.9,36.6085,-0.000179037,0.749025,-3.02956e-06,0.0251361,-1.96327e-05
7.91,36.6793,-0.000182452,0.747632,-2.90712e-06,0.0220574,-1.90553e-05
7.92,36.7502,-0.000185907,0.745502,-2.76144e-06,0.0184475,-1.85072e-05
7.93,36.8214,-0.000189391,0.742606,-2.59608e-06,0.0143617,-1.79773e-05
7.94,36.8927,-0.0001929,0.738915,-2.41467e-06,0.0098534,-1.74607e-05
7.95,36.9641,-0.000196528,0.734843,-2.45744e-06,0.00551535,-1.68657e-05
7.96,37.0357,-0.000200211,0.730439,-2.52512e-06,0.00140001,-1.62648e-05
7.97,37.1076,-0.000203931,0.72584,-2.5585e-06,-0.00234068,-1.56864e-05
7.98,37.1796,-0.000207686,0.721198,-2.56075e-06,-0.00556494,-1.51296e-05
7.99,37.2518,-0.000211485,0.716629,-2.55782e-06,-0.00819367,-1.45866e-05
8,37.3243,-0.000215262,0.71223,-2.47176e-06,-0.0102478,-1.39978e-05
8.01,37.3969,-0.000219027,0.708044,-2.34407e-06,-0.0117508,-1.33538e-05
8.02,37.4698,-0.000222786,0.704096,-2.19949e-06,-0.0127472,-1.26502e-05
8.03,37.5428,-0.000226546,0.70041,-2.05954e-06,-0.0132905,-1.18855e-05
8.04,37.6161,-0.000230309,0.69701,-1.93018e-06,-0.0134375,-1.10613e-05
8.05,37.6895,-0.000234077,0.69392,-1.81294e-06,-0.0132463,-1.01798e-05
8.06,37.7632,-0.000237849,0.691161,-1.70759e-06,-0.0127763,-9.24299e-06
8.07,37.837,-0.000241626,0.68875,-1.61424e-06,-0.0120872,-8.25314e-06
8.08,37.911,-0.00024541,0.6867,-1.53233e-06,-0.0112377,-7.21243e-06
8.09,37.9852,-0.000248228,0.684955,-1.50244e-07,-0.0103579,-7.00439e-06
8.1,38.0595,-0.000250909,0.683439,1.08967e-06,-0.0095841,-6.8573e-06
8.11,38.1341,-0.000253467,0.68216,2.1709e-06,-0.00893141,-6.7805e-06
8.12,38.2088,-0.000255915,0.681126,3.08488e-06,-0.00840219,-6.78164e-06
8.13,38.2837,-0.00025829,0.68034,3.79449e-06,-0.00799661,-6.90282e-06
8.14,38.3587,-0.000260608,0.6798,4.30725e-06,-0.00771132,-7.13577e-06
8.15,38.434,-0.000262881,0.679497,4.63348e-06,-0.00754091,-7.47027e-06
8.16,38.5094,-0.000265114,0.679415,4.79699e-06,-0.00747808,-7.88396e-06
8.17,38.5816,-0.000267571,0.68155,4.45214e-06,-0.00853574,-8.77627e-06
8.18,38.6533,-0.000270197,0.685556,3.70877e-06,-0.0111178,-9.75355e-06
8.19,38.725,-0.000272944,0.690888,2.70422e-06,-0.01446,-1.07192e-05
8.2,38.7969,-0.000275701,0.696581,1.7196e-06,-0.0174122,-1.15726e-05
8.21,38.8687,-0.000278419,0.702128,7.97684e-07,-0.0198829,-1.23321e-05
8.22,38.9409,-0.000281118,0.707706,-9.4004e-08,-0.0223055,-1.30198e-05
8.23,39.0132,-0.000283792,0.713275,-9.27976e-07,-0.024665,-1.36479e-05
8.24,39.0857,-0.000286456,0.718771,-1.70426e-06,-0.026928,-1.42348e-05
8.25,39.1584,-0.000289126,0.724131,-2.42223e-06,-0.0290551,-1.4795e-05
8.26,39.2313,-0.000291815,0.729301,-3.08169e-06,-0.0310109,-1.53379e-05
8.27,39.3044,-0.000294531,0.734231,-3.686e-06,-0.0327724,-1.59007e-05
8.28,39.3775,-0.000297263,0.738751,-4.23223e-06,-0.0340832,-1.64708e-05
8.29,39.4506,-0.000300012,0.742767,-4.73116e-06,-0.0348363,-1.70423e-05
8.3,39.5237,-0.000302781,0.74623,-5.18883e-06,-0.035035,-1.76102e-05
8.31,39.5968,-0.000305574,0.749109,-5.60903e-06,-0.0347045,-1.81703e-05
8.32,39.67,-0.000308394,0.751378,-5.99317e-06,-0.0338759,-1.87191e-05
8.33,39.7432,-0.000311244,0.75301,-6.34111e-06,-0.0325818,-1.92534e-05
8.34,39.8164,-0.000314127,0.753981,-6.65255e-06,-0.0308566,-1.97702e-05
8.35,39.8896,-0.000317047,0.754267,-6.92768e-06,-0.0287352,-2.0266e-05
8.36,39.9628,-0.000320005,0.753845,-7.16703e-06,-0.0262527,-2.07376e-05
8.37,40.036,-0.000323004,0.752696,-7.37152e-06,-0.0234426,-2.11817e-05
8.38,40.1093,-0.000326047,0.7508,-7.54231e-06,-0.0203357,-2.15949e-05
8.39,40.1826,-0.000329135,0.748137,-7.68073e-06,-0.0169591,-2.19744e-05
8.4,40.2559,-0.000332271,0.744694,-7.78822e-06,-0.0133358,-2.23173e-05
8.41,40.3295,-0.000335449,0.740759,-7.83093e-06,-0.0100604,-2.26046e-05
8.42,40.4032,-0.000338669,0.736429,-7.83476e-06,-0.0071416,-2.28417e-05
8.43,40.4772,-0.00034203,0.731831,-7.93815e-06,-0.00462298,-2.29383e-05
8.44,40.5483,-0.000345799,0.72896,-8.59448e-06,0.000808793,-2.30299e-05
8.45,40.6195,-0.000349493,0.726977,-9.07595e-06,0.00609593,-2.30884e-05
8.46,40.6903,-0.00035358,0.727194,-1.02407e-05,0.012508,-2.27052e-05
8.47,40.7612,-0.000356794,0.72843,-1.03167e-05,0.0179434,-2.25533e-05
8.48,40.8323,-0.000359895,0.730003,-1.02033e-05,0.0219016,-2.23376e-05
8.49,40.9035,-0.000363182,0.731819,-9.5619e-06,0.0247814,-2.19929e-05
8.5,40.9748,-0.000366268,0.733825,-7.65552e-06,0.0268808,-2.17251e-05
8.51,41.0463,-0.000369177,0.735963,-4.90057e-06,0.0283514,-2.16763e-05
8.52,41.1179,-0.000371623,0.738019,-1.20776e-06,0.0294656,-2.17139e-05
8.53,41.1898,-0.000373742,0.739974,1.87857e-06,0.0302484,-2.15602e-05
8.54,41.2618,-0.000375534,0.741812,4.43747e-06,0.0307225,-2.12561e-05
8.55,41.3339,-0.000376986,0.743519,6.55296e-06,0.0309116,-2.08427e-05
8.56,41.4063,-0.000378237,0.744876,8.36289e-06,0.0305885,-2.02343e-05
8.57,41.4788,-0.00037931,0.74573,9.96689e-06,0.0296316,-1.9526e-05
8.58,41.5514,-0.000380206,0.74599,1.1416e-05,0.0280054,-1.86969e-05
8.59,41.6243,-0.000380918,0.745598,1.27385e-05,0.0257228,-1.7737e-05
8.6,41.6972,-0.000381431,0.744515,1.39454e-05,0.0228247,-1.66367e-05
8.61,41.7703,-0.000381734,0.742712,1.51153e-05,0.0193653,-1.53856e-05
8.62,41.8436,-0.000381798,0.740162,1.62565e-05,0.0154028,-1.39229e-05
8.63,41.9171,-0.000381604,0.736833,1.7357e-05,0.010994,-1.22344e-05
8.64,41.9907,-0.000381277,0.733124,1.79937e-05,0.00672183,-1.02297e-05
8.65,42.0644,-0.000380741,0.72908,1.83929e-05,0.00264224,-7.98299e-06
8.66,42.1384,-0.000379995,0.724825,1.86425e-05,-0.00109855,-5.51287e-06
8.67,42.2126,-0.000379048,0.720503,1.87826e-05,-0.00436105,-2.84231e-06
8.68,42.287,-0.000377909,0.716223,1.88462e-05,-0.0070615,1.08533e-08
8.69,42.3616,-0.00037702,0.712091,1.82955e-05,-0.0092138,2.6418e-06
8.7,42.4364,-0.00037634,0.708149,1.73632e-05,-0.0108316,5.00205e-06
8.71,42.5114,-0.000375841,0.704424,1.61908e-05,-0.0119513,7.07096e-06
8.72,42.5866,-0.000375497,0.700939,1.48271e-05,-0.0126199,7.22826e-06
8.73,42.662,-0.000375281,0.697717,1.34157e-05,-0.0128891,7.11193e-06
8.74,42.7376,-0.000375172,0.69478,1.20106e-05,-0.012813,6.72824e-06
8.75,42.8133,-0.000375151,0.692148,1.06514e-05,-0.0124477,6.08768e-06
8.76,42.8893,-0.000375198,0.689839,9.3708e-06,-0.0118503,5.20166e-06
8.77,42.9654,-0.000375297,0.687864,8.19334e-06,-0.0110778,4.08248e-06
8.78,43.0418,-0.000375482,0.686186,7.06416e-06,-0.0102383,2.79023e-06
8.79,43.1183,-0.000375857,0.684713,5.85148e-06,-0.00948931,1.44406e-06
8.8,43.195,-0.000376428,0.683452,4.58916e-06,-0.00884826,6.94253e-08
8.81,43.2718,-0.000377197,0.682413,3.30857e-06,-0.00831871,-1.30928e-06
8.82,43.3489,-0.000377655,0.681603,2.75724e-06,-0.00790203,-1.84269e-06
8.83,43.4261,-0.000378206,0.68102,2.21299e-06,-0.00759626,-2.38265e-06
8.84,43.5035,-0.000378852,0.680658,1.68703e-06,-0.00739753,-2.91864e-06
8.85,43.5774,-0.000379591,0.682595,1.17976e-06,-0.0083603,-3.45314e-06
8.86,43.6509,-0.000380293,0.686475,8.80393e-07,-0.0109258,-4.17599e-06
8.87,43.7243,-0.00038095,0.691739,7.1266e-07,-0.0142899,-5.01611e-06
8.88,43.7977,-0.000381926,0.697162,2.14804e-07,-0.0169527,-5.50561e-06
8.89,43.8711,-0.000383001,0.702389,-2.5593e-07,-0.0190277,-5.83926e-06
8.9,43.9448,-0.000384165,0.707633,-7.0267e-07,-0.0210633,-6.02445e-06
8.91,44.0187,-0.000385413,0.712867,-1.10876e-06,-0.02307,-6.07065e-06
8.92,44.0928,-0.000386749,0.71804,-1.47383e-06,-0.0250294,-5.98831e-06
8.93,44.167,-0.000388179,0.723097,-1.79746e-06,-0.0269127,-5.78497e-06
8.94,44.2414,-0.000389706,0.727987,-2.0802e-06,-0.0286928,-5.46509e-06
8.95,44.3161,-0.00039128,0.732636,-2.30669e-06,-0.0303091,-4.97905e-06
8.96,44.3907,-0.000392965,0.736867,-2.53412e-06,-0.031489,-4.38939e-06
8.97,44.4653,-0.000394768,0.740579,-2.73562e-06,-0.0321222,-3.70482e-06
8.98,44.54,-0.000396691,0.743722,-2.90157e-06,-0.0322076,-2.92841e-06
8.99,44.6147,-0.000398735,0.746266,-3.03068e-06,-0.0317689,-2.06056e-06
9,44.6894,-0.000400898,0.748186,-3.12154e-06,-0.0308367,-1.10017e-06
9.01,44.7641,-0.000403178,0.749458,-3.17499e-06,-0.0294442,-4.58819e-08
9.02,44.8388,-0.000405575,0.750059,-3.19262e-06,-0.0276261,1.10343e-06
9.03,44.9136,-0.000408086,0.749969,-3.17718e-06,-0.0254174,2.3485e-06
9.04,44.9883,-0.000410709,0.749168,-3.13213e-06,-0.0228528,3.68957e-06
9.05,45.0631,-0.00041344,0.747636,-3.0614e-06,-0.0199644,5.12627e-06
9.06,45.1379,-0.000416279,0.745355,-2.96903e-06,-0.0167817,6.65793e-06
9.07,45.2127,-0.00041922,0.742309,-2.85909e-06,-0.01333,8.28319e-06
