Time,PosX,PosY,PosZ,Roll,Pitch,Yaw
3.03,7.48647,-1.78865e-07,0.668725,-1.0912e-09,-0.00509501,-2.62894e-08
3.04,7.53055,-1.82333e-07,0.66868,-3.27936e-10,-0.00509542,-2.62896e-08
3.05,7.57481,-1.85695e-07,0.668773,3.4371e-10,-0.00513083,-2.6303e-08
3.06,7.61925,-1.88944e-07,0.668996,9.31843e-10,-0.00519658,-2.63548e-08
3.07,7.66386,-1.92077e-07,0.669339,1.44499e-09,-0.00528788,-2.64439e-08
3.08,7.70866,-1.95088e-07,0.669792,1.89114e-09,-0.00539992,-2.65691e-08
3.09,7.75363,-1.97973e-07,0.670345,2.2777e-09,-0.00552799,-2.67296e-08
3.1,7.79879,-2.00731e-07,0.670986,2.61174e-09,-0.00567176,-2.69243e-08
3.11,7.84412,-2.03358e-07,0.671704,2.89944e-09,-0.00582622,-2.71554e-08
3.12,7.88964,-2.05853e-07,0.672487,3.14642e-09,-0.00598671,-2.74245e-08
3.13,7.93534,-2.08213e-07,0.673324,3.35772e-09,-0.00614891,-2.77332e-08
3.14,7.98121,-2.10437e-07,0.674204,3.53789e-09,-0.00630894,-2.80828e-08
3.15,8.02727,-2.12525e-07,0.675116,3.69099e-09,-0.00646339,-2.84743e-08
3.16,8.07351,-2.14475e-07,0.676047,3.82059e-09,-0.00660931,-2.89085e-08
3.17,8.11993,-2.16287e-07,0.676989,3.92988e-09,-0.00674427,-2.9386e-08
3.18,8.16653,-2.1796e-07,0.677929,4.02166e-09,-0.00686631,-2.99072e-08
3.19,8.21331,-2.19495e-07,0.67886,4.0984e-09,-0.00697398,-3.04724e-08
3.2,8.26028,-2.20892e-07,0.679771,4.16225e-09,-0.0070663,-3.10817e-08
3.21,8.30742,-2.2215e-07,0.680653,4.21511e-09,-0.00714271,-3.1735e-08
3.22,8.35474,-2.2327e-07,0.6815,4.25863e-09,-0.0072031,-3.24321e-08
3.23,8.40225,-2.24252e-07,0.682303,4.29427e-09,-0.00724772,-3.31726e-08
3.24,8.44994,-2.25096e-07,0.683057,4.32329e-09,-0.00727716,-3.39563e-08
3.25,8.49781,-2.25803e-07,0.683756,4.34679e-09,-0.00729232,-3.47825e-08
3.26,8.54371,-2.26977e-07,0.685778,3.44196e-09,-0.00824261,-3.68173e-08
3.27,8.58902,-2.28278e-07,0.689155,2.34611e-09,-0.0101952,-3.91395e-08
3.28,8.63401,-2.29224e-07,0.693753,2.26981e-09,-0.0130085,-4.08459e-08
3.29,8.67891,-2.307e-07,0.699266,9.74261e-10,-0.0163139,-4.31863e-08
3.3,8.72392,-2.31965e-07,0.705156,-3.71719e-10,-0.0194956,-4.53302e-08
3.31,8.76909,-2.33837e-07,0.711245,-3.09085e-09,-0.0225125,-4.62667e-08
3.32,8.81445,-2.36044e-07,0.717314,-5.34722e-09,-0.0254832,-4.69679e-08
3.33,8.85998,-2.38403e-07,0.723288,-6.44382e-09,-0.0283364,-4.7851e-08
3.34,8.9057,-2.41123e-07,0.729082,-6.6049e-09,-0.0309928,-4.92118e-08
3.35,8.95161,-2.4454e-07,0.734621,-5.92768e-09,-0.0333885,-5.17609e-08
3.36,8.9977,-2.49805e-07,0.739849,-4.50929e-09,-0.0354815,-5.76822e-08
3.37,9.04394,-2.55646e-07,0.744724,-3.02258e-09,-0.0372454,-6.49022e-08
3.38,9.09032,-2.6107e-07,0.749217,-1.8503e-09,-0.0386805,-7.16989e-08
3.39,9.13683,-2.664e-07,0.753308,-8.10082e-10,-0.039797,-7.84633e-08
3.4,9.18348,-2.71164e-07,0.756984,-1.00823e-10,-0.0406124,-8.44689e-08
3.41,9.23026,-2.75405e-07,0.760234,2.95746e-10,-0.041149,-8.98195e-08
3.42,9.27716,-2.78661e-07,0.763033,7.71468e-10,-0.0413729,-9.3765e-08
3.43,9.32407,-2.81785e-07,0.765299,7.91513e-10,-0.041137,-9.77706e-08
3.44,9.371,-2.84815e-07,0.766981,6.42236e-10,-0.0404342,-1.0184e-07
3.45,9.41794,-2.87778e-07,0.768046,5.79736e-10,-0.0392777,-1.05979e-07
3.46,9.46491,-2.90665e-07,0.768466,5.0414e-10,-0.0376905,-1.10181e-07
3.47,9.51189,-2.93484e-07,0.76822,4.6165e-10,-0.0356997,-1.14442e-07
3.48,9.55889,-2.96229e-07,0.767288,4.62911e-10,-0.0333338,-1.18767e-07
3.49,9.60591,-2.98915e-07,0.76565,5.09363e-10,-0.0306208,-1.23143e-07
3.5,9.65294,-3.01467e-07,0.76329,6.01885e-10,-0.0275867,-1.27642e-07
3.51,9.69998,-3.0388e-07,0.760191,7.37469e-10,-0.024255,-1.3227e-07
3.52,9.74704,-3.06237e-07,0.756338,9.15367e-10,-0.0206461,-1.36945e-07
3.53,9.79411,-3.08587e-07,0.751719,1.13553e-09,-0.0167771,-1.41618e-07
3.54,9.84118,-3.108e-07,0.746324,1.39669e-09,-0.0126618,-1.46422e-07
3.55,9.88878,-3.12847e-07,0.740517,1.80926e-09,-0.00904619,-1.51196e-07
3.56,9.93653,-3.19414e-07,0.734439,-3.67687e-09,-0.00586206,-1.51925e-07
3.57,9.98443,-3.25274e-07,0.72826,-6.09304e-09,-0.0031861,-1.52047e-07
3.58,10.0325,-3.31422e-07,0.722102,-8.85249e-09,-0.00107516,-1.52514e-07
3.59,10.0807,-3.3884e-07,0.71606,-1.46262e-08,0.000467096,-1.54241e-07
3.6,10.1291,-3.45833e-07,0.710205,-1.8144e-08,0.00147492,-1.55853e-07
3.61,10.1776,-3.52796e-07,0.704601,-2.09881e-08,0.00200333,-1.57989e-07
3.62,10.2263,-3.59214e-07,0.699305,-2.18637e-08,0.00211606,-1.60101e-07
3.63,10.2751,-3.65082e-07,0.694374,-2.11318e-08,0.00187991,-1.61986e-07
3.64,10.3242,-3.70606e-07,0.689859,-1.96548e-08,0.0013623,-1.63663e-07
3.65,10.3734,-3.75794e-07,0.685804,-1.757e-08,0.000629859,-1.65041e-07
3.66,10.4228,-3.80739e-07,0.682247,-1.52209e-08,-0.000252891,-1.66117e-07
3.67,10.4723,-3.85506e-07,0.679216,-1.28076e-08,-0.00122542,-1.66894e-07
3.68,10.5191,-3.95965e-07,0.678427,-1.51017e-08,0.000700329,-1.69883e-07
3.69,10.5648,-4.15886e-07,0.679716,-3.3493e-08,0.00433755,-1.62332e-07
3.7,10.6108,-4.34976e-07,0.681533,-4.85019e-08,0.00723021,-1.54334e-07
3.71,10.6562,-4.54092e-07,0.685038,-6.24826e-08,0.0110298,-1.44521e-07
3.72,10.7017,-4.71082e-07,0.689326,-7.16561e-08,0.0144929,-1.34095e-07
3.73,10.7472,-4.87195e-07,0.694174,-7.79116e-08,0.0174258,-1.22752e-07
3.74,10.7929,-5.02151e-07,0.699205,-7.72936e-08,0.0200655,-1.14147e-07
3.75,10.8388,-5.15763e-07,0.70437,-6.91192e-08,0.0224118,-1.07795e-07
3.76,10.8849,-5.2765e-07,0.709611,-5.37677e-08,0.0244583,-1.0343e-07
3.77,10.9311,-5.37596e-07,0.714867,-3.25529e-08,0.026192,-1.00566e-07
3.78,10.9775,-5.45579e-07,0.720078,-1.2972e-08,0.0276099,-9.98944e-08
3.79,11.0241,-5.52346e-07,0.725192,4.79222e-09,0.0287122,-1.00398e-07
3.8,11.0708,-5.57229e-07,0.730163,2.0682e-08,0.0295068,-1.02357e-07
3.81,11.1177,-5.59983e-07,0.73495,3.47764e-08,0.0300081,-1.05761e-07
3.82,11.1648,-5.60828e-07,0.739514,4.62734e-08,0.0302356,-1.09826e-07
3.83,11.212,-5.59455e-07,0.743823,5.55782e-08,0.0302142,-1.14802e-07
3.84,11.2594,-5.56002e-07,0.747848,6.30238e-08,0.0299707,-1.20506e-07
3.85,11.307,-5.50408e-07,0.751562,6.88972e-08,0.0295336,-1.26973e-07
3.86,11.3548,-5.42058e-07,0.75484,7.91874e-08,0.0288034,-1.35116e-07
3.87,11.4027,-5.32622e-07,0.757518,8.7913e-08,0.0276487,-1.42928e-07
3.88,11.4508,-5.22234e-07,0.759488,9.58175e-08,0.0260126,-1.50161e-07
3.89,11.4991,-5.10791e-07,0.760684,1.03444e-07,0.0238924,-1.56336e-07
3.9,11.5475,-4.98204e-07,0.761061,1.11188e-07,0.0213162,-1.61363e-07
3.91,11.5961,-4.84473e-07,0.76059,1.18963e-07,0.0183287,-1.65303e-07
3.92,11.6449,-4.69226e-07,0.759248,1.26741e-07,0.0149855,-1.66748e-07
3.93,11.6937,-4.52637e-07,0.757017,1.34137e-07,0.0113425,-1.66036e-07
3.94,11.7427,-4.34483e-07,0.753878,1.41102e-07,0.00744589,-1.62814e-07
3.95,11.7917,-4.15297e-07,0.750174,1.458e-07,0.00376115,-1.57083e-07
3.96,11.8408,-3.95089e-07,0.745978,1.4829e-07,0.00035959,-1.48777e-07
3.97,11.8901,-3.73614e-07,0.7414,1.49411e-07,-0.00266918,-1.37707e-07
3.98,11.9396,-3.53557e-07,0.736571,1.46731e-07,-0.00527127,-1.2681e-07
3.99,11.9892,-3.34757e-07,0.731599,1.41536e-07,-0.0074123,-1.16445e-07
4,12.0391,-3.19047e-07,0.726573,1.29196e-07,-0.00907924,-1.04998e-07
4.01,12.0892,-3.0324e-07,0.721568,1.20156e-07,-0.0102874,-9.57035e-08
4.02,12.1397,-2.87732e-07,0.716648,1.1257e-07,-0.0110716,-8.79628e-08
4.03,12.1904,-2.73098e-07,0.711874,1.04506e-07,-0.0114616,-8.34762e-08
4.04,12.2413,-2.59187e-07,0.707297,9.639e-08,-0.0114685,-8.04091e-08
4.05,12.2924,-2.45871e-07,0.70297,8.8548e-08,-0.011147,-7.87557e-08
4.06,12.3437,-2.33065e-07,0.69894,8.11143e-08,-0.0105559,-7.84459e-08
4.07,12.3952,-2.20617e-07,0.695248,7.43983e-08,-0.00975601,-7.94671e-08
4.08,12.4468,-2.08461e-07,0.691929,6.84075e-08,-0.00880804,-8.17249e-08
4.09,12.4987,-1.96514e-07,0.689012,6.32085e-08,-0.00777058,-8.51509e-08
4.1,12.5507,-1.84753e-07,0.686516,5.86816e-08,-0.00669776,-8.97063e-08
4.11,12.6029,-1.78316e-07,0.6844,4.78385e-08,-0.00570073,-9.05067e-08
4.12,12.6553,-1.73206e-07,0.68262,3.76411e-08,-0.0048703,-9.13169e-08
4.13,12.7078,-1.6933e-07,0.68118,2.83418e-08,-0.0042157,-9.19372e-08
4.14,12.7605,-1.66611e-07,0.680083,1.9992e-08,-0.00373542,-9.23094e-08
4.15,12.8134,-1.64967e-07,0.679321,1.2664e-08,-0.0034238,-9.23566e-08
4.16,12.8665,-1.64306e-07,0.678881,6.4161e-09,-0.003272,-9.20115e-08
4.17,12.9197,-1.64533e-07,0.678742,1.27745e-09,-0.00326858,-9.12301e-08
4.18,12.9732,-1.65633e-07,0.678694,-2.84848e-09,-0.00329871,-9.01173e-08
4.19,13.0268,-1.67544e-07,0.678727,-6.01094e-09,-0.00336561,-8.86972e-08
4.2,13.0806,-1.70196e-07,0.678833,-8.25534e-09,-0.00346635,-8.69928e-08
4.21,13.1345,-1.73514e-07,0.679005,-9.63628e-09,-0.00359725,-8.50165e-08
4.22,13.1887,-1.77415e-07,0.679235,-1.02042e-08,-0.00375446,-8.27807e-08
4.23,13.243,-1.81806e-07,0.679514,-1.001e-08,-0.00393401,-8.02941e-08
4.24,13.2975,-1.86587e-07,0.679836,-9.09572e-09,-0.0041321,-7.75525e-08
4.25,13.3522,-1.92179e-07,0.680192,-8.22525e-09,-0.00434351,-7.4081e-08
4.26,13.407,-1.98557e-07,0.680578,-7.38469e-09,-0.00456224,-6.98949e-08
4.27,13.4621,-2.057e-07,0.680986,-6.56375e-09,-0.0047828,-6.50872e-08
4.28,13.5173,-2.13583e-07,0.681411,-5.75324e-09,-0.00500028,-5.96589e-08
4.29,13.5705,-2.21215e-07,0.683593,-3.88415e-09,-0.00615329,-5.87629e-08
4.3,13.6232,-2.28826e-07,0.687272,-1.74866e-09,-0.00842018,-5.95723e-08
4.31,13.6757,-2.35759e-07,0.692195,2.2833e-09,-0.0115001,-6.10841e-08
4.32,13.7283,-2.41845e-07,0.69764,7.5167e-09,-0.0145452,-6.26476e-08
4.33,13.7811,-2.48901e-07,0.703348,9.59101e-09,-0.0174095,-6.09602e-08
4.34,13.834,-2.55592e-07,0.709099,1.19408e-08,-0.0202524,-5.89412e-08
4.35,13.8871,-2.62251e-07,0.714843,1.40501e-08,-0.0230383,-5.61444e-08
4.36,13.9404,-2.68983e-07,0.720513,1.5994e-08,-0.0257063,-5.2697e-08
4.37,13.9939,-2.76144e-07,0.726033,1.79257e-08,-0.0281918,-4.90021e-08
4.38,14.0476,-2.82363e-07,0.73134,1.93672e-08,-0.0304429,-4.37239e-08
4.39,14.1015,-2.87443e-07,0.736381,2.03065e-08,-0.032426,-3.66582e-08
4.4,14.1556,-2.92237e-07,0.741117,2.11176e-08,-0.0341254,-2.80654e-08
4.41,14.2098,-2.96745e-07,0.745516,2.18118e-08,-0.0355357,-1.81078e-08
4.42,14.2642,-3.01087e-07,0.749556,2.24543e-08,-0.0366599,-6.87879e-09
4.43,14.3186,-3.05762e-07,0.753129,2.30418e-08,-0.037359,4.61081e-09
4.44,14.373,-3.10783e-07,0.756173,2.35288e-08,-0.0375241,1.63836e-08
4.45,14.4274,-3.16166e-07,0.758648,2.40758e-08,-0.0371652,2.84171e-08
4.46,14.4819,-3.21901e-07,0.760524,2.47636e-08,-0.0363081,4.0694e-08
4.47,14.5364,-3.27976e-07,0.761774,2.56929e-08,-0.0349837,5.32206e-08
4.48,14.5909,-3.3436e-07,0.762374,2.67183e-08,-0.033225,6.60071e-08
4.49,14.6454,-3.41015e-07,0.762302,2.78464e-08,-0.0310657,7.90251e-08
4.5,14.7,-3.47958e-07,0.761534,2.90292e-08,-0.0285394,9.23103e-08
4.51,14.7545,-3.55196e-07,0.760051,3.02278e-08,-0.0256777,1.0588e-07
4.52,14.8091,-3.62695e-07,0.757834,3.14099e-08,-0.0225098,1.19708e-07
4.53,14.8636,-3.70624e-07,0.754862,3.25498e-08,-0.0190618,1.33972e-07
4.54,14.9182,-3.78952e-07,0.751121,3.36215e-08,-0.0153558,1.48646e-07
4.55,14.9728,-3.87496e-07,0.746596,3.4599e-08,-0.0114101,1.63552e-07
4.56,15.0279,-3.96125e-07,0.741621,3.52168e-08,-0.00791653,1.78161e-07
4.57,15.0831,-4.05016e-07,0.73631,3.5223e-08,-0.00483465,1.92552e-07
4.58,15.1385,-4.14115e-07,0.730824,3.47631e-08,-0.00221367,2.06395e-07
4.59,15.194,-4.22569e-07,0.725274,3.63147e-08,-0.000107876,2.2045e-07
4.6,15.2497,-4.30701e-07,0.719751,3.86075e-08,0.00147088,2.34465e-07
4.61,15.3056,-4.39851e-07,0.71433,3.78246e-08,0.00254388,2.47316e-07
4.62,15.3616,-4.48703e-07,0.709073,3.82533e-08,0.00315312,2.60104e-07
4.63,15.4177,-4.57317e-07,0.704042,3.94917e-08,0.00335207,2.72906e-07
4.64,15.4741,-4.65992e-07,0.699294,4.05629e-08,0.00319972,2.85488e-07
4.65,15.5306,-4.74459e-07,0.694882,4.22551e-08,0.00275781,2.98127e-07
4.66,15.5852,-4.78769e-07,0.692239,5.02528e-08,0.00438774,3.09758e-07
4.67,15.6394,-4.78836e-07,0.691264,6.74607e-08,0.00719045,3.20069e-07
4.68,15.6935,-4.77595e-07,0.691823,8.5861e-08,0.0106984,3.27851e-07
4.69,15.7476,-4.7142e-07,0.693324,1.09171e-07,0.0140032,3.28009e-07
4.7,15.8018,-4.67719e-07,0.695338,1.26109e-07,0.016599,3.26297e-07
4.71,15.8562,-4.64235e-07,0.697809,1.38959e-07,0.0185565,3.22932e-07
4.72,15.9108,-4.56918e-07,0.700536,1.54579e-07,0.0201397,3.23468e-07
4.73,15.9656,-4.48144e-07,0.703408,1.68546e-07,0.0214685,3.25457e-07
4.74,16.0205,-4.37785e-07,0.706392,1.8047e-07,0.0225526,3.28889e-07
4.75,16.0756,-4.25676e-07,0.709456,1.90584e-07,0.0234025,3.33731e-07
4.76,16.1309,-4.11686e-07,0.712568,1.99041e-07,0.0240294,3.40594e-07
4.77,16.1863,-3.95719e-07,0.715698,2.06062e-07,0.0244459,3.48628e-07
4.78,16.242,-3.77675e-07,0.718815,2.11814e-07,0.0246667,3.5782e-07
4.79,16.2978,-3.5747e-07,0.72189,2.16454e-07,0.0247084,3.68144e-07
4.8,16.3537,-3.37449e-07,0.724793,2.19625e-07,0.0244583,3.81725e-07
4.81,16.4099,-3.17778e-07,0.727311,2.22589e-07,0.0237267,3.98409e-07
4.82,16.4662,-2.96633e-07,0.729281,2.26572e-07,0.0223942,4.16764e-07
4.83,16.5227,-2.73671e-07,0.7306,2.31215e-07,0.0204229,4.36588e-07
4.84,16.5793,-2.48599e-07,0.731204,2.35738e-07,0.0178303,4.57955e-07
4.85,16.6361,-2.21572e-07,0.731053,2.4025e-07,0.0146705,4.80738e-07
4.86,16.6931,-1.92136e-07,0.730117,2.43677e-07,0.0110145,5.0527e-07
4.87,16.7502,-1.59778e-07,0.728783,2.49014e-07,0.00744728,5.30383e-07
4.88,16.8074,-1.25306e-07,0.727055,2.54467e-07,0.00401014,5.56252e-07
4.89,16.8649,-8.91092e-08,0.724978,2.59881e-07,0.000782769,5.82737e-07
4.9,16.9226,-5.00696e-08,0.722624,2.64818e-07,-0.0021508,6.10815e-07
4.91,16.9805,-8.47324e-09,0.720065,2.69167e-07,-0.00472042,6.40346e-07
4.92,17.0385,3.58827e-08,0.717372,2.74146e-07,-0.00687895,6.7084e-07
4.93,17.0968,8.17829e-08,0.714599,2.75995e-07,-0.00860311,7.03601e-07
4.94,17.1553,1.25307e-07,0.711821,2.7121e-07,-0.00992173,7.33937e-07
4.95,17.2139,1.6705e-07,0.709077,2.62716e-07,-0.0108449,7.61105e-07
4.96,17.2728,2.07304e-07,0.706402,2.51963e-07,-0.0113951,7.84857e-07
4.97,17.3318,2.46203e-07,0.703828,2.3968e-07,-0.0116043,8.05498e-07
4.98,17.3911,2.84162e-07,0.701383,2.27246e-07,-0.0115121,8.22717e-07
4.99,17.4505,3.21304e-07,0.699094,2.14952e-07,-0.0111631,8.36646e-07
5,17.5101,3.57742e-07,0.696983,2.03034e-07,-0.0106056,8.47334e-07
5.01,17.57,3.93638e-07,0.695071,1.91817e-07,-0.0098889,8.54847e-07
5.02,17.6299,4.29114e-07,0.693372,1.81476e-07,-0.00906194,8.59281e-07
5.03,17.6901,4.8153e-07,0.691802,1.952e-07,-0.00828441,8.45121e-07
5.04,17.7505,5.34085e-07,0.690373,2.04554e-07,-0.00758199,8.28295e-07
5.05,17.811,5.86356e-07,0.689104,2.09696e-07,-0.00696357,8.08935e-07
5.06,17.8717,6.47207e-07,0.688011,2.23719e-07,-0.00643531,8.02033e-07
5.07,17.9326,7.08199e-07,0.687101,2.32463e-07,-0.00600024,7.91235e-07
5.08,17.9936,7.68913e-07,0.686379,2.36333e-07,-0.00565935,7.76956e-07
5.09,18.0548,8.28837e-07,0.685845,2.36204e-07,-0.00541151,7.59844e-07
5.1,18.1163,8.87894e-07,0.685493,2.32252e-07,-0.00525376,7.40194e-07
5.11,18.1778,9.45817e-07,0.685314,2.25002e-07,-0.00518138,7.18447e-07
5.12,18.2396,1.01748e-06,0.685267,2.35191e-07,-0.0051713,7.18605e-07
5.13,18.3015,1.09194e-06,0.685242,2.43947e-07,-0.00516507,7.18786e-07
5.14,18.3637,1.16971e-06,0.685223,2.52064e-07,-0.00515989,7.19874e-07
5.15,18.426,1.25085e-06,0.68521,2.59597e-07,-0.00515638,7.21909e-07
5.16,18.4885,1.33544e-06,0.685201,2.666e-07,-0.0051545,7.24922e-07
5.17,18.5481,1.43038e-06,0.68723,2.88843e-07,-0.00629732,7.57059e-07
5.18,18.6072,1.52755e-06,0.691034,3.14566e-07,-0.00897124,7.99319e-07
5.19,18.6659,1.63335e-06,0.696342,3.50366e-07,-0.01277,8.52326e-07
5.2,18.7246,1.7372e-06,0.701828,3.79235e-07,-0.0160044,9.03045e-07
5.21,18.7836,1.83105e-06,0.707606,3.75442e-07,-0.0190434,9.48115e-07
5.22,18.8427,1.92507e-06,0.713204,3.73951e-07,-0.0217435,9.88294e-07
5.23,18.9021,2.01819e-06,0.718716,3.75246e-07,-0.0243711,1.02282e-06
5.24,18.9617,2.10978e-06,0.724089,3.7783e-07,-0.0268541,1.05207e-06
5.25,19.0215,2.20161e-06,0.729262,3.80825e-07,-0.029148,1.07776e-06
5.26,19.0815,2.29147e-06,0.734182,3.84874e-07,-0.0312178,1.09799e-06
5.27,19.1417,2.38179e-06,0.738812,3.88827e-07,-0.0330416,1.11533e-06
5.28,19.202,2.471e-06,0.743119,3.93246e-07,-0.0346089,1.12663e-06
5.29,19.2626,2.56027e-06,0.74708,3.9754e-07,-0.0359168,1.13377e-06
5.3,19.3231,2.65109e-06,0.750579,4.01253e-07,-0.0368053,1.13924e-06
5.31,19.3837,2.74341e-06,0.753551,4.056e-07,-0.0371564,1.14335e-06
5.32,19.4443,2.83752e-06,0.755958,4.0882e-07,-0.0369793,1.14613e-06
5.33,19.5049,2.93344e-06,0.757772,4.10901e-07,-0.036297,1.14757e-06
5.34,19.5655,3.03115e-06,0.758967,4.12255e-07,-0.0351379,1.14763e-06
5.35,19.6262,3.13069e-06,0.759521,4.12574e-07,-0.0335328,1.14627e-06
5.36,19.6868,3.23206e-06,0.759411,4.11931e-07,-0.0315136,1.14345e-06
5.37,19.7475,3.33524e-06,0.758617,4.10354e-07,-0.0291121,1.13915e-06
5.38,19.8082,3.44025e-06,0.75712,4.07888e-07,-0.026359,1.13332e-06
5.39,19.8689,3.54699e-06,0.7549,4.04594e-07,-0.0232828,1.12604e-06
5.4,19.9296,3.65551e-06,0.751941,4.0053e-07,-0.0199092,1.11723e-06
5.41,19.9904,3.76581e-06,0.748225,3.95759e-07,-0.0162606,1.10686e-06
5.42,20.0511,3.87811e-06,0.743739,3.90333e-07,-0.0123561,1.09466e-06
5.43,20.1123,3.99244e-06,0.738813,3.84092e-07,-0.00886866,1.08009e-06
5.44,20.1736,4.10836e-06,0.73356,3.77365e-07,-0.00578017,1.06325e-06
5.45,20.2351,4.22244e-06,0.728142,3.66259e-07,-0.00313842,1.04719e-06
5.46,20.2967,4.33556e-06,0.722671,3.54303e-07,-0.00100044,1.03254e-06
5.47,20.3585,4.44858e-06,0.717235,3.44294e-07,0.000619124,1.0201e-06
5.48,20.4205,4.56156e-06,0.711908,3.36148e-07,0.00173903,1.00985e-06
5.49,20.4826,4.67317e-06,0.706753,3.25855e-07,0.0023991,1.00048e-06
5.5,20.542,4.80224e-06,0.703546,3.4364e-07,0.00565166,9.91825e-07
5.51,20.6005,4.98479e-06,0.702879,4.44807e-07,0.0110424,9.37534e-07
5.52,20.6592,5.15678e-06,0.702911,5.20167e-07,0.0153737,8.786e-07
5.53,20.7177,5.33423e-06,0.704549,6.00766e-07,0.019891,8.06152e-07
5.54,20.7763,5.49479e-06,0.706824,6.10491e-07,0.0234359,7.33165e-07
5.55,20.8351,5.6572e-06,0.709492,5.87995e-07,0.025993,6.58426e-07
5.56,20.894,5.81044e-06,0.71254,5.22388e-07,0.0278162,5.99413e-07
5.57,20.9531,5.94927e-06,0.715682,4.12056e-07,0.0292969,5.57695e-07
5.58,21.0124,6.06928e-06,0.718889,2.57624e-07,0.0304608,5.31903e-07
5.59,21.0719,6.16642e-06,0.722123,6.17975e-08,0.0313222,5.20602e-07
5.6,21.1315,6.23634e-06,0.725351,-1.70354e-07,0.0318936,5.20781e-07
5.61,21.1913,6.27451e-06,0.728538,-4.31808e-07,0.0321893,5.32084e-07
5.62,21.2513,6.27643e-06,0.731654,-7.13286e-07,0.0322277,5.53157e-07
5.63,21.3114,6.23784e-06,0.734669,-1.00369e-06,0.0320309,5.81715e-07
5.64,21.3717,6.17764e-06,0.737338,-1.25706e-06,0.0313552,6.05944e-07
5.65,21.4322,6.09738e-06,0.739487,-1.48261e-06,0.0300725,6.21431e-07
5.66,21.4928,5.99371e-06,0.741013,-1.70418e-06,0.0281432,6.15178e-07
5.67,21.5536,5.86471e-06,0.741848,-1.92319e-06,0.0255834,5.85674e-07
5.68,21.6145,5.70706e-06,0.741948,-2.1391e-06,0.0224447,5.3071e-07
5.69,21.6756,5.51746e-06,0.741276,-2.35059e-06,0.0187966,4.47795e-07
5.7,21.7369,5.29242e-06,0.739798,-2.55469e-06,0.0147116,3.34135e-07
5.71,21.7983,5.02776e-06,0.737476,-2.7503e-06,0.0102571,1.86019e-07
5.72,21.8598,4.73863e-06,0.734704,-2.87412e-06,0.00602943,-3.66851e-08
5.73,21.9215,4.41772e-06,0.731506,-2.95848e-06,0.00205806,-3.22238e-07
5.74,21.9834,4.06798e-06,0.727981,-3.00724e-06,-0.00155366,-6.67106e-07
5.75,22.0454,3.6906e-06,0.724253,-3.03438e-06,-0.0047066,-1.06555e-06
5.76,22.1077,3.2901e-06,0.72043,-3.03703e-06,-0.00733899,-1.51672e-06
5.77,22.1702,2.92327e-06,0.716613,-2.95664e-06,-0.00945611,-1.95831e-06
5.78,22.2329,2.58703e-06,0.712858,-2.81834e-06,-0.0110684,-2.38374e-06
5.79,22.2959,2.27575e-06,0.709206,-2.64846e-06,-0.0121833,-2.59351e-06
5.8,22.359,1.98521e-06,0.705691,-2.46233e-06,-0.0128326,-2.76146e-06
5.81,22.4224,1.71216e-06,0.702345,-2.2705e-06,-0.0130644,-2.89112e-06
5.82,22.486,1.45434e-06,0.6992,-2.07858e-06,-0.0129325,-2.98347e-06
5.83,22.5497,1.20889e-06,0.696286,-1.89316e-06,-0.0124945,-3.03919e-06
5.84,22.6137,9.73381e-07,0.693629,-1.7185e-06,-0.0118104,-3.05967e-06
5.85,22.6778,7.45585e-07,0.691251,-1.55782e-06,-0.010941,-3.04637e-06
5.86,22.7421,5.23526e-07,0.689169,-1.41318e-06,-0.00994549,-3.00086e-06
5.87,22.8066,2.61455e-07,0.687292,-1.34448e-06,-0.00900412,-2.88505e-06
5.88,22.8713,1.63457e-08,0.685614,-1.25872e-06,-0.00816703,-2.75495e-06
5.89,22.9361,-2.10217e-07,0.684157,-1.15885e-06,-0.00744488,-2.61317e-06
5.9,23.0011,-4.17069e-07,0.682932,-1.04811e-06,-0.00684247,-2.46238e-06
5.91,23.0663,-6.06262e-07,0.68195,-9.33698e-07,-0.00636245,-2.30977e-06
5.92,23.1317,-7.77779e-07,0.68121,-8.18475e-07,-0.00600377,-2.15758e-06
5.93,23.1973,-9.04647e-07,0.680707,-7.51635e-07,-0.00576304,-2.03046e-06
5.94,23.263,-1.01761e-06,0.680433,-6.82283e-07,-0.00563463,-1.90281e-06
5.95,23.3289,-1.1168e-06,0.680373,-6.12476e-07,-0.00561097,-1.77584e-06
5.96,23.395,-1.28326e-06,0.680358,-6.52323e-07,-0.0055992,-1.77737e-06
5.97,23.4612,-1.45912e-06,0.680377,-6.99159e-07,-0.00560207,-1.78792e-06
5.98,23.5277,-1.64585e-06,0.680426,-7.52491e-07,-0.005619,-1.80729e-06
5.99,23.5919,-1.86455e-06,0.682435,-8.61546e-07,-0.00679266,-1.88272e-06
6,23.6558,-2.09519e-06,0.686033,-9.96237e-07,-0.00923986,-1.96963e-06
6.01,23.7196,-2.33663e-06,0.690797,-1.1529e-06,-0.01241,-2.06566e-06
6.02,23.7835,-2.58281e-06,0.695938,-1.30885e-06,-0.0153552,-2.15998e-06
6.03,23.8477,-2.84236e-06,0.701349,-1.45806e-06,-0.0180309,-2.26876e-06
6.04,23.912,-3.11613e-06,0.706812,-1.6021e-06,-0.0206838,-2.37343e-06
6.05,23.9765,-3.40163e-06,0.712269,-1.73439e-06,-0.0232926,-2.47938e-06
