Time,FRChss-Fx,FRChss-Fy,FRChss-Fz,FLChss-Fx,FLChss-Fy,FLChss-Fz,RRChss-Fx,RRChss-Fy,RRChss-Fz,RLChss-Fx,RLChss-Fy,RLChss-Fz
7.68,1202.33,-1.73915e-07,5842.3,1202.33,1.68813e-07,5842.3,-969.077,1.41459e-07,5275.14,-969.077,-1.36441e-07,5275.14
7.69,1122.91,-2.16397e-07,6200.21,1122.91,2.08049e-07,6200.21,-86.0716,1.25664e-07,3243.43,-86.0716,-1.16521e-07,3243.43
7.7,1111.84,-3.03329e-07,6406.26,1111.84,3.11098e-07,6406.26,-118.528,-2.52565e-08,2739.57,-118.528,1.67023e-08,2739.57
7.71,1112.73,-2.43592e-07,6483.03,1112.73,2.61079e-07,6483.03,-123.59,1.40857e-07,2602.05,-123.59,-1.59954e-07,2602.05
7.72,1118.32,-3.23596e-07,6444.03,1118.32,3.43842e-07,6444.03,-117.25,-2.66451e-09,2551.46,-117.25,-1.97341e-08,2551.46
7.73,1127.57,-3.8306e-07,6304.37,1127.57,3.89298e-07,6304.37,-109.82,3.26133e-08,2573.77,-109.82,-3.90515e-08,2573.77
7.74,1139.19,-5.4689e-07,6080.27,1139.19,5.51293e-07,6080.27,-101.405,1.65223e-08,2654.66,-101.405,-2.06942e-08,2654.66
7.75,1152.07,-4.7937e-07,5788.52,1152.07,4.83755e-07,5788.52,-92.1124,1.46253e-07,2779.43,-92.1124,-1.50509e-07,2779.43
7.76,1165.32,-5.49564e-07,5445.88,1165.32,5.33574e-07,5445.88,-82.1233,1.59707e-07,2933.8,-82.1233,-1.40741e-07,2933.8
7.77,1144.02,-5.88385e-07,5008.6,1144.02,5.965e-07,5008.6,74.7482,4.80859e-08,1828.19,74.7482,-5.58546e-08,1828.19
7.78,1128.95,-6.69877e-07,4479.02,1128.95,6.70158e-07,4479.02,-33.5006,-8.36648e-12,573.382,-33.5006,-7.27547e-12,573.382
7.79,1132.4,-5.9456e-07,3899.42,1132.4,5.95219e-07,3899.42,-74.1106,-1.66126e-11,100.49,-74.1106,-1.66065e-11,100.49
7.8,1142.6,-8.09759e-07,3299.27,1142.6,8.10002e-07,3299.27,-84.1958,-1.68123e-12,-50.2566,-84.1958,-1.67382e-12,-50.2566
7.81,1154.65,-7.66922e-07,2700.1,1154.65,7.67157e-07,2700.1,-82.4849,1.65523e-12,-77.6599,-82.4849,1.63815e-12,-77.6599
7.82,1166.63,-6.75206e-07,2118.96,1166.63,6.75358e-07,2118.96,-76.9946,4.05377e-12,-64.7052,-76.9946,4.06018e-12,-64.7052
7.83,1177.93,-7.43872e-07,1569.77,1177.93,7.44506e-07,1569.77,-70.844,-9.75342e-12,-43.855,-70.844,-9.76248e-12,-43.855
7.84,1267.84,-7.86765e-07,1223.61,1267.84,8.13218e-07,1223.61,-279.86,-2.04783e-08,3317.36,-279.86,-7.12698e-09,3317.36
7.85,1162.75,-7.58769e-07,978.833,1162.75,7.7833e-07,978.833,26.7352,-1.34275e-07,3925.69,26.7352,1.14637e-07,3925.69
7.86,1015.05,-7.20477e-07,835.083,1015.05,7.38175e-07,835.083,48.51,-3.94082e-08,4424.84,48.51,2.20466e-08,4424.84
7.87,968.057,-1.03927e-06,789.766,968.057,1.04391e-06,789.766,61.6493,-8.03359e-08,4819.57,61.6493,7.61923e-08,4819.57
7.88,1007.87,-8.80028e-07,833.459,1007.87,8.96102e-07,833.459,65.5436,7.66749e-08,5117.72,65.5436,-9.19842e-08,5117.72
7.89,1118.7,-9.06345e-07,949,1118.7,8.99234e-07,949,60.7305,3.89923e-08,5333.07,60.7305,-3.19069e-08,5333.07
7.9,1284.8,-9.3633e-07,1121.44,1284.8,9.35133e-07,1121.44,50.4734,6.82579e-08,5476.2,50.4734,-6.68185e-08,5476.2
7.91,1490.2,-7.81034e-07,1339.24,1490.2,8.00549e-07,1339.24,37.5792,1.57502e-07,5553.9,37.5792,-1.75776e-07,5553.9
7.92,1711.63,-8.9101e-07,1587.14,1711.63,9.09908e-07,1587.14,22.4942,2.08878e-08,5576.4,22.4942,-3.89441e-08,5576.4
7.93,1274.21,-9.08767e-07,1847.73,1274.21,9.02118e-07,1847.73,25.9942,3.69694e-08,5537.77,25.9942,-3.06097e-08,5537.77
7.94,1266.17,-8.10465e-07,2132.44,1266.17,8.29415e-07,2132.44,15.5983,1.64013e-08,5456.43,15.5983,-3.42401e-08,5456.43
7.95,1257.55,-8.78286e-07,2416.6,1257.55,8.9102e-07,2416.6,5.30946,-7.15049e-08,5342.55,5.30946,5.92693e-08,5342.55
7.96,1248.75,-6.85348e-07,2690.26,1248.75,6.90427e-07,2690.26,-4.42783,-3.40697e-09,5205.29,-4.42783,-1.61783e-09,5205.29
7.97,1240.16,-5.41568e-07,2945.04,1240.16,5.27186e-07,2945.04,-13.3041,1.66631e-07,5053.04,-13.3041,-1.53258e-07,5053.04
7.98,1232.1,-4.74276e-07,3174.17,1232.1,4.65607e-07,3174.17,-21.1271,9.21389e-08,4893.22,-21.1271,-8.40439e-08,4893.22
7.99,1224.84,-4.93405e-07,3372.57,1224.84,4.75598e-07,3372.57,-27.8001,4.89189e-08,4732.18,-27.8001,-3.19501e-08,4732.18
8,1218.55,-5.11132e-07,3536.77,1218.55,4.85229e-07,3536.77,-33.2996,-4.75598e-08,4575.12,-33.2996,7.24751e-08,4575.12
8.01,1213.36,-4.41476e-07,3664.82,1213.36,4.59353e-07,3664.82,-37.655,-8.32308e-08,4426.12,-37.655,6.5871e-08,4426.12
8.02,1209.31,-3.47297e-07,3756.15,1209.31,3.14066e-07,3756.15,-40.9314,-7.44504e-08,4288.16,-40.9314,1.06834e-07,4288.16
8.03,1206.38,-2.01649e-07,3811.39,1206.38,2.0961e-07,3811.39,-43.2156,-9.57575e-08,4163.2,-43.2156,8.78913e-08,4163.2
8.04,1204.51,-3.23079e-07,3832.26,1204.51,3.43238e-07,3832.26,-44.6067,-6.67004e-10,4052.28,-44.6067,-1.89317e-08,4052.28
8.05,1203.61,-2.58957e-07,3821.33,1203.61,2.71466e-07,3821.33,-45.2098,5.70479e-08,3955.68,-45.2098,-6.94185e-08,3955.68
8.06,1203.54,-3.95925e-07,3781.83,1203.54,3.75424e-07,3781.83,-45.1313,-2.75203e-08,3873,-45.1313,4.78872e-08,3873
8.07,-21368.9,-7.2696e-07,15782.9,-21368.9,7.13524e-07,15782.9,395.849,-8.2965e-08,3676.66,395.849,9.43205e-08,3676.66
8.08,-3340.13,-1.38539e-07,12907.3,-3340.13,1.19351e-07,12907.3,-104.704,-1.26021e-07,3909.37,-104.704,1.40983e-07,3909.37
8.09,-28.4339,-3.96779e-11,4526.28,-28.4339,-3.90943e-11,4526.28,-8.33657,1.75909e-08,3874.26,-8.33657,-1.72444e-08,3874.26
8.1,1221.81,-1.30563e-07,6450.6,1221.81,1.24292e-07,6450.6,-97.8093,9.53566e-08,3994.28,-97.8093,-8.89501e-08,3994.28
8.11,1197.71,-2.73899e-07,4753.07,1197.71,2.8822e-07,4753.07,-58.598,1.32775e-07,4058.79,-58.598,-1.46075e-07,4058.79
8.12,1211.04,-2.63078e-07,4003.74,1211.04,2.82668e-07,4003.74,-43.2191,1.25935e-07,4095.66,-43.2191,-1.44232e-07,4095.66
8.13,1222.27,-1.12306e-07,3307.8,1222.27,1.20799e-07,3307.8,-29.6011,1.20093e-07,4100.88,-29.6011,-1.27604e-07,4100.88
8.14,1231.52,-1.39007e-07,2672.91,1231.52,1.46106e-07,2672.91,-17.7949,-1.65709e-08,4072.49,-17.7949,1.03706e-08,4072.49
8.15,1239.19,-1.33508e-07,2108.01,1239.19,1.21863e-07,2108.01,-7.92512,1.83445e-08,4010.68,-7.92512,-7.03081e-09,4010.68
8.16,1245.47,-1.84911e-07,1618.96,1245.47,1.92482e-07,1618.96,-0.0574844,7.91609e-08,3917.56,-0.0574844,-8.58945e-08,3917.56
8.17,1250.49,-2.47377e-07,1208.75,1250.49,2.30167e-07,1208.75,5.80645,6.26323e-08,3796.78,5.80645,-4.64681e-08,3796.78
8.18,20.7241,-2.27277e-12,230.531,20.7241,2.5701e-12,230.531,65.3461,-5.42219e-08,3579.37,65.3461,5.44506e-08,3579.37
8.19,41.271,3.6542e-13,-75.4081,41.271,3.57058e-13,-75.4081,70.7786,-8.90292e-08,3312.81,70.7786,8.9209e-08,3312.81
8.2,43.8843,6.26985e-12,-146.965,43.8843,6.24716e-12,-146.965,65.8266,-7.77573e-08,3031.08,65.8266,7.76995e-08,3031.08
8.21,40.6108,-5.3056e-12,-134.764,40.6108,-7.51127e-12,-134.764,59.4182,-7.15667e-08,2746.19,59.4182,7.18571e-08,2746.19
8.22,35.5964,-2.25911e-12,-100.084,35.5964,-2.24669e-12,-100.084,52.9897,-5.12298e-08,2466.92,52.9897,5.12727e-08,2466.92
8.23,30.6472,-1.86079e-12,-65.672,30.6472,-4.08697e-12,-65.672,47.0555,4.96948e-08,2200.19,47.0555,-4.94026e-08,2200.19
8.24,26.414,-4.33392e-13,-38.3366,26.414,-4.37914e-13,-38.3366,41.7477,-3.25319e-08,1951.59,41.7477,3.27041e-08,1951.59
8.25,23.0325,8.55002e-12,-18.7609,23.0325,8.54774e-12,-18.7609,37.0545,-1.5549e-08,1725.56,37.0545,1.54806e-08,1725.56
8.26,20.4422,-1.94646e-12,-5.61942,20.4422,-1.94294e-12,-5.61942,32.9199,-4.73516e-08,1525.46,32.9199,4.75231e-08,1525.46
8.27,18.5319,3.07652e-12,2.79175,18.5319,3.08025e-12,2.79175,29.2835,-1.6718e-07,1353.65,29.2835,1.67208e-07,1353.65
8.28,17.1972,-8.10138e-12,7.98191,17.1972,-8.10698e-12,7.98191,26.0927,-1.0646e-07,1211.5,26.0927,1.06926e-07,1211.5
8.29,16.358,-1.52287e-11,11.1211,16.358,-1.74478e-11,11.1211,23.3042,-1.50154e-07,1099.48,23.3042,1.50664e-07,1099.48
8.3,15.9586,1.05022e-11,13.0535,15.9586,1.04984e-11,13.0535,20.8812,-2.72717e-07,1017.2,20.8812,2.72573e-07,1017.2
8.31,15.9624,9.44464e-13,14.3577,15.9624,9.47778e-13,14.3577,18.7892,-2.75408e-07,963.559,18.7892,2.75576e-07,963.559
8.32,16.3454,3.29871e-12,15.4107,16.3454,3.29651e-12,15.4107,16.9928,-1.92053e-07,936.783,16.9928,1.9206e-07,936.783
8.33,2201.44,1.68341e-07,2372.29,2201.44,-1.26674e-07,2372.29,-110.4,-2.30241e-07,1137.79,-110.4,1.89807e-07,1137.79
8.34,1942.86,2.04597e-07,3857.7,1942.86,-1.85804e-07,3857.7,-18271.6,-3.4129e-07,12366.7,-18271.6,3.14945e-07,12366.7
8.35,1198.94,2.37224e-07,4502.09,1198.94,-2.37249e-07,4502.09,-108.376,-4.28274e-11,4861.18,-108.376,-3.58939e-11,4861.18
8.36,1319.1,1.91e-07,5247.08,1319.1,-1.76393e-07,5247.08,-2552.09,1.97588e-08,7664.95,-2552.09,-3.14037e-08,7664.95
8.37,1204.27,2.33999e-07,5765.3,1204.27,-2.0442e-07,5765.3,-680.024,-3.31215e-08,5591.88,-680.024,1.09045e-09,5591.88
8.38,1129.55,3.97151e-08,6058.95,1129.55,-4.7261e-08,6058.95,-45.8472,-1.06186e-07,3353.5,-45.8472,1.14965e-07,3353.5
8.39,1077.54,2.63441e-08,6126.87,1077.54,-2.60071e-08,6126.87,-59.7539,-1.58319e-11,1000.8,-59.7539,-1.37762e-11,1000.8
8.4,1124.7,3.50671e-08,6144.66,1124.7,-4.44543e-08,6144.66,-215.748,-7.9565e-08,2548.07,-215.748,9.03523e-08,2548.07
8.41,1128.26,-7.14606e-09,6061.86,1128.26,-5.02027e-10,6061.86,-109.642,3.51618e-09,2529.76,-109.642,5.2583e-09,2529.76
8.42,1137.64,5.08393e-08,5892.62,1137.64,-5.40824e-08,5892.62,-102.038,-6.60514e-08,2573.17,-102.038,7.00196e-08,2573.17
8.43,1148.84,5.89683e-08,5652.62,1148.84,-6.75489e-08,5652.62,-93.8662,-1.57438e-07,2667.26,-93.8662,1.67273e-07,2667.26
8.44,1160.93,1.72529e-07,5357.65,1160.93,-1.72791e-07,5357.65,-84.8659,-1.62058e-07,2798.3,-84.8659,1.62421e-07,2798.3
8.45,1173.16,2.76152e-08,5023.22,1173.16,-3.50293e-08,5023.22,-75.2555,-8.24306e-08,2953.11,-75.2555,9.06542e-08,2953.11
8.46,1133.9,7.69607e-08,4567.66,1133.9,-7.69858e-08,4567.66,-0.494134,-1.53748e-11,1007.41,-0.494134,-1.36355e-11,1007.41
8.47,1130.22,2.08852e-07,4043.96,1130.22,-2.08893e-07,4043.96,-61.8651,6.1769e-13,250.568,-61.8651,6.33955e-13,250.568
8.48,1137.68,2.73701e-07,3487.09,1137.68,-2.7373e-07,3487.09,-80.8702,-3.11872e-12,-12.9694,-80.8702,-3.12559e-12,-12.9694
8.49,1148.85,1.27752e-07,2920.77,1148.85,-1.27574e-07,2920.77,-82.6388,-3.19856e-12,-80.2691,-82.6388,-3.19692e-12,-80.2691
8.5,1160.71,3.1578e-07,2363.07,1160.71,-3.16422e-07,2363.07,-78.2905,2.1019e-11,-77.6367,-78.2905,2.10139e-11,-77.6367
8.51,1172.11,2.28752e-07,1828.56,1172.11,-2.28334e-07,1828.56,-72.4077,-1.67264e-11,-56.1923,-72.4077,-1.6724e-11,-56.1923
8.52,1182.76,3.05747e-07,1329.19,1182.76,-3.06239e-07,1329.19,-66.6396,2.10259e-11,-34.7428,-66.6396,2.10256e-11,-34.7428
8.53,1221.51,4.05025e-07,1037.58,1221.51,-4.08459e-07,1037.58,-275.517,-2.31852e-07,3329.15,-275.517,2.35762e-07,3329.15
8.54,1026.51,3.81936e-07,847.434,1026.51,-3.88057e-07,847.434,35.1085,-8.19005e-08,3948.79,35.1085,8.80447e-08,3948.79
8.55,937.943,4.99247e-07,762.33,937.943,-5.00274e-07,762.33,55.8206,-2.43698e-07,4450.06,55.8206,2.44588e-07,4450.06
8.56,943.47,4.71837e-07,771.748,943.47,-4.81157e-07,771.748,65.0448,-7.85719e-08,4850.38,65.0448,8.74964e-08,4850.38
8.57,1029.27,4.40573e-07,861.829,1029.27,-4.35179e-07,861.829,64.9123,-1.72806e-07,5160.13,64.9123,1.67483e-07,5160.13
8.58,1179.42,5.17254e-07,1017.39,1179.42,-5.06923e-07,1017.39,57.7609,4.56016e-08,5389.66,57.7609,-5.56465e-08,5389.66
8.59,1377.6,6.41875e-07,1225.51,1377.6,-6.40718e-07,1225.51,46.4401,3.17911e-08,5546.38,46.4401,-3.29933e-08,5546.38
8.6,1607.23,7.6442e-07,1472.56,1607.23,-7.63981e-07,1472.56,32.3634,-3.69549e-08,5638.18,32.3634,3.64184e-08,5638.18
8.61,1393.59,8.05274e-07,1738.67,1393.59,-8.38495e-07,1738.67,29.8578,-2.76767e-08,5664.04,29.8578,5.8653e-08,5664.04
8.62,1272.16,7.51772e-07,2027.74,1272.16,-7.66283e-07,2027.74,23.2232,-1.03005e-07,5634.61,23.2232,1.16755e-07,5634.61
8.63,1263.84,7.59169e-07,2326.23,1263.84,-7.53329e-07,2326.23,12.7115,-6.09155e-08,5562.08,12.7115,5.55443e-08,5562.08
8.64,1255.05,6.84949e-07,2618.82,1255.05,-6.92972e-07,2618.82,2.44561,-1.02988e-07,5456.06,2.44561,1.10752e-07,5456.06
8.65,1246.22,8.76771e-07,2895.95,1246.22,-8.71085e-07,2895.95,-7.15536,-1.57683e-07,5325.51,-7.15536,1.52477e-07,5325.51
8.66,1237.72,8.1375e-07,3149.72,1237.72,-8.00637e-07,3149.72,-15.8082,-9.37215e-09,5178.59,-15.8082,-2.83894e-09,5178.59
8.67,1229.85,8.79681e-07,3373.87,1229.85,-8.60972e-07,3373.87,-23.3462,-7.91433e-08,5022.53,-23.3462,6.14259e-08,5022.53
8.68,1222.84,8.38332e-07,3563.87,1222.84,-8.1796e-07,3563.87,-29.6957,7.88666e-08,4863.52,-29.6957,-9.84266e-08,4863.52
8.69,1216.87,7.4389e-07,3716.79,1216.87,-7.51631e-07,3716.79,-34.854,-1.94215e-07,4706.66,-34.854,2.01539e-07,4706.66
8.7,1212.03,6.98367e-07,3831.2,1212.03,-7.03493e-07,3831.2,-38.8676,-1.31768e-07,4555.97,-38.8676,1.36474e-07,4555.97
8.71,1208.32,6.23388e-07,3907.06,1208.32,-5.84798e-07,3907.06,-41.8156,7.88514e-09,4414.41,-41.8156,-4.527e-08,4414.41
8.72,1205.72,5.47863e-07,3945.49,1205.72,-5.57782e-07,3945.49,-43.7955,-2.49737e-07,4283.99,-43.7955,2.59287e-07,4283.99
8.73,1204.16,5.77664e-07,3948.66,1204.16,-5.65512e-07,3948.66,-44.9142,-1.40402e-07,4165.85,-44.9142,1.28233e-07,4165.85
8.74,1203.52,6.00679e-07,3919.55,1203.52,-5.62325e-07,3919.55,-45.2816,-1.49245e-07,4060.4,-45.2816,1.1162e-07,4060.4
8.75,-18210.1,3.36259e-07,14947.5,-18210.1,-3.4148e-07,14947.5,316.454,-3.07859e-08,3894.93,316.454,2.86184e-08,3894.93
8.76,-2395.54,4.36833e-07,12082,-2395.54,-4.32609e-07,12082,-113.773,-9.18703e-08,4090.9,-113.773,8.57701e-08,4090.9
8.77,-64.5778,2.22223e-07,9091.64,-64.5778,-2.12281e-07,9091.64,-110.401,-5.37383e-08,4270.07,-110.401,4.35234e-08,4270.07
8.78,1223.45,3.95328e-07,5825.33,1223.45,-3.6759e-07,5825.33,-74.2056,1.95679e-08,4363.71,-74.2056,-4.55895e-08,4363.71
8.79,1203.31,3.17456e-07,4938.7,1203.31,-3.09578e-07,4938.7,-54.6657,8.93377e-08,4424.27,-54.6657,-9.62444e-08,4424.27
8.8,1216.88,1.89137e-07,4106.32,1216.88,-1.78816e-07,4106.32,-38.3014,-3.4829e-08,4446.79,-38.3014,2.56069e-08,4446.79
8.81,1227.82,2.57281e-07,3332.14,1227.82,-2.3461e-07,3332.14,-23.8682,-1.12952e-07,4427.81,-23.8682,9.22283e-08,4427.81
8.82,1236.85,1.93676e-07,2628.87,1236.85,-2.30752e-07,2628.87,-11.5213,-2.06834e-08,4366.6,-11.5213,5.5167e-08,4366.6
8.83,1244.34,3.06858e-07,2005.71,1244.34,-2.9702e-07,2005.71,-1.36169,1.45851e-07,4264.77,-1.36169,-1.54358e-07,4264.77
8.84,1250.52,2.5017e-07,1468.44,1250.52,-2.4803e-07,1468.44,6.57245,-4.58819e-08,4125.96,6.57245,4.45496e-08,4125.96
8.85,18.2251,-1.0534e-11,277.207,18.2251,-1.55527e-11,277.207,71.616,7.75816e-09,3873.57,71.616,-7.26209e-09,3873.57
8.86,44.5361,9.34244e-12,-100.262,44.5361,9.36286e-12,-100.262,76.0365,-1.81101e-08,3568.88,76.0365,1.81083e-08,3568.88
8.87,48.8808,-9.11127e-12,-188.971,48.8808,-6.90715e-12,-188.971,70.4812,1.0002e-07,3245.58,70.4812,-9.96509e-08,3245.58
8.88,45.1541,-8.83167e-12,-174.332,45.1541,-8.82191e-12,-174.332,63.1779,-5.11294e-08,2917.78,63.1779,5.1625e-08,2917.78
8.89,38.9374,1.36996e-11,-131.801,38.9374,1.37036e-11,-131.801,55.8836,1.78011e-08,2595.75,55.8836,-1.79783e-08,2595.75
8.9,32.689,-7.49622e-12,-89.4288,32.689,-5.2847e-12,-89.4288,49.2183,1.21967e-07,2287.62,49.2183,-1.21578e-07,2287.62
8.91,27.3076,-1.34211e-11,-55.654,27.3076,-1.34131e-11,-55.654,43.3323,6.96227e-08,1999.93,43.3323,-6.90627e-08,1999.93
8.92,22.989,2.10078e-11,-31.3647,22.989,2.1008e-11,-31.3647,38.2004,-5.15048e-09,1737.92,38.2004,4.92026e-09,1737.92
8.93,19.6576,2.53325e-12,-14.9661,19.6576,2.52032e-12,-14.9661,33.7464,3.10765e-09,1505.58,33.7464,-3.09511e-09,1505.58
8.94,17.1643,-7.05868e-12,-4.38767,17.1643,-7.05226e-12,-4.38767,29.8914,3.32396e-09,1305.71,29.8914,-2.9523e-09,1305.71
8.95,15.3669,1.60955e-12,2.21044,15.3669,1.61311e-12,2.21044,26.5696,-1.1513e-07,1140,26.5696,1.15248e-07,1140
8.96,14.1544,2.17648e-12,6.25768,14.1544,2.17203e-12,6.25768,23.729,5.14879e-08,1009.09,23.729,-5.1201e-08,1009.09
8.97,13.4488,-1.09017e-12,8.78805,13.4488,1.12937e-12,8.78805,21.3279,1.50619e-07,912.635,21.3279,-1.50543e-07,912.635
8.98,13.1976,-4.60964e-12,10.5129,13.1976,-4.60598e-12,10.5129,19.3296,4.46648e-08,849.434,19.3296,-4.44611e-08,849.434
8.99,13.3659,-4.10986e-12,11.8989,13.3659,-4.11162e-12,11.8989,17.6971,7.04444e-08,817.52,17.6971,-7.01026e-08,817.52
9,13.9292,9.23198e-12,13.2349,13.9292,9.23242e-12,13.2349,16.3895,1.14929e-07,814.293,16.3895,-1.15064e-07,814.293
9.01,469.873,6.53389e-11,345.383,469.873,6.53187e-11,345.383,-15305.4,1.0064e-07,11094.1,-15305.4,-1.08184e-07,11094.1
9.02,183.328,-6.35772e-11,285.378,183.328,-6.35405e-11,285.378,-2533.04,5.72822e-08,8445.19,-2533.04,-5.28655e-08,8445.19
9.03,2674.42,-1.97342e-07,4336.43,2674.42,2.07769e-07,4336.43,-1311.02,8.50989e-08,6267.01,-1311.02,-9.57889e-08,6267.01
9.04,1172.21,-9.60362e-08,5138.55,1172.21,1.06822e-07,5138.55,-316.249,1.49016e-07,3979.53,-316.249,-1.57813e-07,3979.53
9.05,1086.98,-2.41069e-08,5650.84,1086.98,2.43636e-08,5650.84,-77.6476,-2.04251e-11,1227.99,-77.6476,-2.35044e-11,1227.99
9.06,1095.09,-6.38766e-08,6038.33,1095.09,8.44204e-08,6038.33,-188.913,1.22924e-07,1788.48,-188.913,-1.45264e-07,1788.48
9.07,1088.18,-2.01786e-07,6277.37,1088.18,1.99341e-07,6277.37,-140.599,1.52314e-07,1636.75,-140.599,-1.49181e-07,1636.75
9.08,1090.36,-8.43142e-08,6380.58,1090.36,6.76655e-08,6380.58,-135.608,1.23315e-07,1602.43,-135.608,-1.0416e-07,1602.43
9.09,1098.62,-1.58576e-08,6363,1098.62,1.64472e-08,6363,-129.171,-1.51134e-07,1671,-129.171,1.50339e-07,1671
9.1,1111.18,-2.22763e-07,6241.19,1111.18,2.30274e-07,6241.19,-121.059,-1.61012e-07,1824.01,-121.059,1.52391e-07,1824.01
9.11,1126.42,-5.27562e-08,6032.76,1126.42,4.43528e-08,6032.76,-111.338,-1.26885e-07,2042.09,-111.338,1.36663e-07,2042.09
9.12,1113.98,-1.88986e-07,5705.46,1113.98,1.90179e-07,5705.46,-5.20765,-1.00791e-07,1211.32,-5.20765,9.8539e-08,1211.32
9.13,1108.46,-1.69047e-07,5269.95,1108.46,1.69476e-07,5269.95,-47.4447,-2.31015e-11,407.948,-47.4447,-2.114e-11,407.948
9.14,1116.27,-7.46024e-09,4760.68,1116.27,7.26249e-09,4760.68,-76.6991,3.36906e-12,109.392,-76.6991,3.36285e-12,109.392
9.15,1128.42,2.11011e-07,4203.84,1128.42,-2.11843e-07,4203.84,-84.3197,3.27374e-11,15.3747,-84.3197,3.05263e-11,15.3747
9.16,1141.55,-1.29937e-07,3620.7,1141.55,1.30921e-07,3620.7,-83.542,-4.90432e-11,-1.93816,-83.542,-4.9066e-11,-1.93816
9.17,1154.33,4.52506e-08,3029.72,1154.33,-4.62065e-08,3029.72,-80.0714,3.97994e-11,4.54866,-80.0714,3.98091e-11,4.54866
9.18,1166.34,-4.33913e-08,2447.18,1166.34,4.41374e-08,2447.18,-76.0788,-3.27188e-11,14.5033,-76.0788,-3.27232e-11,14.5033
9.19,1177.55,-6.79386e-08,1887.44,1177.55,6.76464e-08,1887.44,-72.2008,1.43537e-11,21.3046,-72.2008,1.43479e-11,21.3046
9.2,1278.29,-1.41848e-07,1540.21,1278.29,1.42585e-07,1540.21,-355.593,4.25177e-08,3728.87,-355.593,-4.33928e-08,3728.87
9.21,1281.61,-1.42196e-07,1290.32,1281.61,1.26244e-07,1290.32,32.7952,2.86234e-08,4438.15,32.7952,-1.21937e-08,4438.15
9.22,1291.74,-2.47203e-07,1140.14,1291.74,2.24709e-07,1140.14,52.2405,-4.4389e-08,5025.19,52.2405,6.71296e-08,5025.19
9.23,1275.5,-1.0141e-09,1085.67,1275.5,7.59801e-09,1085.67,64.5962,2.62755e-08,5493.13,64.5962,-3.31049e-08,5493.13
9.24,1298.24,-8.37552e-08,1117.65,1298.24,7.19171e-08,1117.65,69.0316,-4.39198e-08,5847.43,69.0316,5.55517e-08,5847.43
9.25,1327.35,-9.87869e-08,1225.24,1327.35,7.20493e-08,1225.24,67.5642,1.09942e-07,6095.24,67.5642,-8.41949e-08,6095.24
9.26,1299.14,-1.08906e-07,1395.59,1299.14,1.35277e-07,1395.59,63.2441,2.03307e-07,6244.16,63.2441,-2.28623e-07,6244.16
9.27,1294.41,-9.99225e-08,1615.65,1294.41,1.28674e-07,1615.65,54.7966,1.24259e-07,6305.13,54.7966,-1.51876e-07,6305.13
9.28,1287.79,-3.4298e-08,1870.69,1287.79,4.56784e-08,1870.69,44.1584,2.08688e-07,6289.61,44.1584,-2.19687e-07,6289.61
9.29,1279.69,-5.19755e-08,2146.71,1279.69,7.6206e-08,2146.71,32.3417,1.00523e-07,6209.63,32.3417,-1.23845e-07,6209.63
9.3,1270.57,-1.14177e-09,2430.53,1270.57,-6.22344e-09,2430.53,20.1925,5.93241e-08,6077.32,20.1925,-5.26712e-08,6077.32
9.31,1260.9,5.16937e-08,2710.21,1260.9,-4.22892e-08,2710.21,8.37121,-1.01963e-07,5904.58,8.37121,9.26447e-08,5904.58
9.32,1251.1,-8.99387e-08,2975.38,1251.1,7.74336e-08,2975.38,-2.64473,1.76828e-07,5702.69,-2.64473,-1.65335e-07,5702.69
9.33,1241.59,-1.75392e-08,3217.41,1241.59,1.67469e-08,3217.41,-12.544,-4.31843e-08,5482.05,-12.544,4.34348e-08,5482.05
9.34,1232.7,-5.75817e-08,3429.51,1232.7,6.93467e-08,3429.51,-21.1544,9.44877e-08,5251.92,-21.1544,-1.06075e-07,5251.92
9.35,1224.71,5.90376e-08,3606.73,1224.71,-6.04766e-08,3606.73,-28.4128,-8.639e-08,5020.36,-28.4128,8.74225e-08,5020.36
9.36,1217.82,1.14854e-07,3745.9,1217.82,-8.83393e-08,3745.9,-34.3341,-2.05919e-08,4794.05,-34.3341,-5.51393e-09,4794.05
9.37,1212.13,7.94252e-08,3845.49,1212.13,-8.12879e-08,3845.49,-38.9855,6.64184e-08,4578.34,-38.9855,-6.50317e-08,4578.34
9.38,1207.69,-4.947e-08,3905.49,1207.69,3.7632e-08,3905.49,-42.4642,-3.9191e-09,4377.27,-42.4642,1.52319e-08,4377.27
9.39,1204.49,7.1475e-08,3927.19,1204.49,-6.95914e-08,3927.19,-44.8823,5.25536e-08,4193.65,-44.8823,-5.47811e-08,4193.65
9.4,-26233.2,-1.84484e-07,17660.5,-26233.2,1.85782e-07,17660.5,500.763,6.32304e-08,3857.91,500.763,-6.85168e-08,3857.91
9.41,-4155.52,-1.17966e-07,14370.8,-4155.52,1.16934e-07,14370.8,-111.367,-8.07351e-08,4032.04,-111.367,8.13425e-08,4032.04
9.42,-47.0515,-6.21856e-11,5063.41,-47.0515,-5.97431e-11,5063.41,-15.6467,1.74184e-08,3926.84,-15.6467,-1.67179e-08,3926.84
9.43,797.498,-3.72704e-08,7341.89,797.498,5.02056e-08,7341.89,-103.887,-9.52962e-08,3999.92,-103.887,8.16009e-08,3999.92
