Time,FRChss-Fx,FRChss-Fy,FRChss-Fz,FLChss-Fx,FLChss-Fy,FLChss-Fz,RRChss-Fx,RRChss-Fy,RRChss-Fz,RLChss-Fx,RLChss-Fy,RLChss-Fz
5.91,-3134.2,6.52417e-08,10290.2,-3134.2,-5.83601e-08,10290.2,-46.4629,-3.74794e-08,4221.99,-46.4629,2.63088e-08,4221.99
5.92,-84.6131,1.56474e-07,8022.72,-84.6131,-1.47435e-07,8022.72,-84.5369,-1.92302e-07,4402.72,-84.5369,1.83732e-07,4402.72
5.93,1079.31,1.40508e-07,5466.42,1079.31,-1.29e-07,5466.42,-61.3309,-1.5456e-07,4511.17,-61.3309,1.4497e-07,4511.17
5.94,1214.54,1.36775e-08,4222.02,1214.54,3.40707e-08,4222.02,-38.4195,7.2301e-08,4563.4,-38.4195,-1.17703e-07,4563.4
5.95,1229.65,5.21764e-08,3449,1229.65,3.88295e-09,3449,-23.6244,-2.20197e-07,4569.16,-23.6244,1.67339e-07,4569.16
5.96,1238.45,-4.66971e-08,2747.85,1238.45,5.28239e-08,2747.85,-10.9908,-1.04855e-07,4527.74,-10.9908,9.90934e-08,4527.74
5.97,1245.65,-7.18335e-08,2125.79,1245.65,6.54045e-08,2125.79,-0.687758,-1.26717e-07,4440.78,-0.687758,1.32618e-07,4440.78
5.98,1251.53,2.21834e-08,1588.59,1251.53,-5.2821e-08,1588.59,7.26876,-1.34064e-07,4312.07,7.26876,1.62047e-07,4312.07
5.99,1214.88,2.1943e-08,1137.65,1214.88,-1.94443e-08,1137.65,14.1572,-6.52206e-08,4146.17,14.1572,6.32957e-08,4146.17
6,857.486,1.83493e-08,763.94,857.486,-2.91178e-08,763.94,28.272,-1.36325e-07,3942.65,28.272,1.4624e-07,3942.65
6.01,27.3404,5.6188e-12,101.024,27.3404,5.13477e-12,101.024,67.4037,-7.82819e-08,3663.5,67.4037,7.82838e-08,3663.5
6.02,42.2351,-1.06294e-12,-89.1106,42.2351,-1.06597e-12,-89.1106,69.6416,4.3527e-08,3343.64,69.6416,-4.33551e-08,3343.64
6.03,42.2092,7.88951e-13,-123.237,42.2092,7.97427e-13,-123.237,63.3844,-1.2115e-07,3014.9,63.3844,1.21427e-07,3014.9
6.04,37.9176,-1.59577e-11,-104.515,37.9176,-1.59565e-11,-104.515,56.5052,-5.11265e-08,2688.94,56.5052,5.16541e-08,2688.94
6.05,32.6539,6.7209e-12,-74.066,32.6539,6.7125e-12,-74.066,49.9489,-1.15333e-07,2374.55,49.9489,1.15385e-07,2374.55
6.06,27.7613,5.20728e-12,-46.4806,27.7613,5.22545e-12,-46.4806,44.0207,-1.8829e-08,2078.82,44.0207,1.88476e-08,2078.82
6.07,23.6682,2.24696e-12,-25.5665,23.6682,4.45798e-12,-25.5665,38.7702,1.60254e-09,1807.4,38.7702,-1.47841e-09,1807.4
6.08,20.4193,-1.01022e-11,-11.1302,20.4193,-1.01009e-11,-11.1302,34.1572,1.43456e-07,1564.7,34.1572,-1.43075e-07,1564.7
6.09,17.9289,-9.94177e-13,-1.78277,17.9289,-9.94906e-13,-1.78277,30.1213,1.84346e-08,1353.91,30.1213,-1.81109e-08,1353.91
6.1,16.0885,5.6445e-12,3.97854,16.0885,5.63918e-12,3.97854,26.6063,3.57768e-08,1177.06,26.6063,-3.59097e-08,1177.06
6.11,14.8066,-3.87256e-12,7.41339,14.8066,-3.86808e-12,7.41339,23.5665,6.24762e-08,1035.11,23.5665,-6.21123e-08,1035.11
6.12,14.017,-2.82904e-12,9.46856,14.017,-2.82549e-12,9.46856,20.9652,3.89871e-08,928,20.9652,-3.87464e-08,928
6.13,13.6754,-1.66526e-12,10.8097,13.6754,-1.66813e-12,10.8097,18.7699,-1.24145e-07,854.76,18.7699,1.24224e-07,854.76
6.14,13.7533,-3.7956e-13,11.8792,13.7533,-3.79909e-13,11.8792,16.9481,6.20631e-08,813.63,16.9481,-6.18429e-08,813.63
6.15,14.2305,-4.61532e-13,12.9522,14.2305,-4.61401e-13,12.9522,15.4632,7.13999e-09,802.171,15.4632,-6.92225e-09,802.171
6.16,15.0913,3.72939e-13,14.1831,15.0913,3.72509e-13,14.1831,14.2715,-7.25613e-08,817.395,14.2715,7.26083e-08,817.395
6.17,2633.76,-3.56689e-08,2525.75,2633.76,2.95408e-08,2525.75,-128.692,-2.44047e-08,1078.02,-128.692,3.06734e-08,1078.02
6.18,1161.04,2.70784e-08,2987.81,1161.04,8.71447e-12,2987.81,-86.7134,-3.6077e-09,1374.09,-86.7134,-2.30404e-08,1374.09
6.19,1159.2,1.86205e-07,3393.92,1159.2,-1.86226e-07,3393.92,-87.058,1.0665e-07,1722,-87.058,-1.06656e-07,1722
6.2,1161.06,1.72461e-07,3735.05,1161.06,-1.53767e-07,3735.05,-84.9739,9.2767e-08,2109.2,-84.9739,-1.11538e-07,2109.2
6.21,1701.73,3.05998e-07,4734.47,1701.73,-3.1082e-07,4734.47,-12064.7,-5.03933e-08,10894.7,-12064.7,4.88226e-08,10894.7
6.22,1357.91,2.87463e-07,5399.85,1357.91,-2.87768e-07,5399.85,-2857.51,-9.5156e-08,9050.38,-2857.51,9.98184e-08,9050.38
6.23,1264.05,1.35522e-07,5887.53,1264.05,-1.58121e-07,5887.53,-1379.05,-3.3891e-08,7384.21,-1379.05,5.64172e-08,7384.21
6.24,1188.32,1.61541e-07,6185.27,1188.32,-1.69464e-07,6185.27,-354.411,-1.89501e-07,5619.78,-354.411,1.98611e-07,5619.78
6.25,1155.61,2.36053e-07,6330.07,1155.61,-2.23999e-07,6330.07,-65.6022,-1.88336e-07,4537.25,-65.6022,1.75634e-07,4537.25
6.26,1155.79,8.78915e-08,6368.64,1155.79,-9.37133e-08,6368.64,-91.6715,-8.67642e-08,4327.86,-91.6715,9.33616e-08,4327.86
6.27,1158.11,5.48463e-08,6310.95,1158.11,-6.38682e-08,6310.95,-87.4194,-5.0746e-08,4165.05,-87.4194,6.0572e-08,4165.05
6.28,1162.64,2.13982e-07,6168.23,1162.64,-2.39026e-07,6168.23,-82.3809,-9.60258e-08,4040.88,-82.3809,1.23156e-07,4040.88
6.29,1168.71,6.54011e-08,5952.83,1168.71,-6.79107e-08,5952.83,-76.8282,-1.73095e-07,3949.49,-76.8282,1.75621e-07,3949.49
6.3,1175.71,2.32362e-07,5677.76,1175.71,-2.29996e-07,5677.76,-70.8893,-1.58803e-07,3884.5,-70.8893,1.5574e-07,3884.5
6.31,1183.13,8.21087e-08,5356.25,1183.13,-1.09001e-07,5356.25,-64.6857,-1.01428e-07,3839.4,-64.6857,1.30739e-07,3839.4
6.32,1190.56,6.14732e-08,5001.34,1190.56,-8.7861e-08,5001.34,-58.3427,-8.13779e-08,3807.91,-58.3427,1.098e-07,3807.91
6.33,1161.62,5.06194e-08,4561.2,1161.62,-1.00795e-07,4561.2,151.063,-1.50484e-09,2462.17,151.063,5.25333e-08,2462.17
6.34,1137.47,1.09803e-07,4027.17,1137.47,-1.10646e-07,4027.17,-31.5991,4.12947e-12,721.821,-31.5991,2.4419e-12,721.821
6.35,1136.83,1.70255e-07,3449.47,1136.83,-1.71288e-07,3449.47,-74.1392,1.47972e-11,69.7224,-74.1392,1.48123e-11,69.7224
6.36,1145.75,7.63099e-08,2860.77,1145.75,-7.70384e-08,2860.77,-83.7495,1.36105e-12,-132.45,-83.7495,1.34603e-12,-132.45
6.37,1157.49,2.11145e-07,2283.13,1157.49,-2.1233e-07,2283.13,-80.6525,3.695e-11,-162.484,-80.6525,3.69672e-11,-162.484
6.38,1169.41,1.18342e-07,1732.77,1169.41,-1.18588e-07,1732.77,-73.6231,-1.75461e-11,-136.372,-73.6231,-1.75501e-11,-136.372
6.39,1248.79,1.75998e-07,1360.68,1248.79,-2.17057e-07,1360.68,-235.85,8.47041e-08,2803.65,-235.85,-4.24926e-08,2803.65
6.4,1236.9,1.90759e-07,1073.67,1236.9,-2.10432e-07,1073.67,3.33548,5.10837e-08,3277.19,3.33548,-3.21842e-08,3277.19
6.41,1037.85,2.25167e-07,880.479,1037.85,-2.463e-07,880.479,24.5368,3.01354e-08,3669.87,24.5368,-9.774e-09,3669.87
6.42,933.106,3.36014e-07,773.357,933.106,-3.55551e-07,773.357,37.8973,1.14232e-07,3990.03,37.8973,-9.57549e-08,3990.03
6.43,913.287,3.33986e-07,749.652,913.287,-3.36274e-07,749.652,44.8991,3.28008e-08,4239.08,44.8991,-3.1535e-08,4239.08
6.44,966.594,4.03146e-07,804.736,966.594,-4.0167e-07,804.736,46.5636,5.81966e-08,4419.14,46.5636,-6.04039e-08,4419.14
6.45,1077.64,6.15832e-07,919.107,1077.64,-6.13529e-07,919.107,40.5668,1.12817e-07,4545.91,40.5668,-1.15771e-07,4545.91
6.46,1233.44,5.3697e-07,1078.61,1233.44,-5.42062e-07,1078.61,30.6141,9.42653e-08,4629.12,30.6141,-8.98672e-08,4629.12
6.47,1420.75,5.62328e-07,1274.22,1420.75,-5.68674e-07,1274.22,19.4,2.08876e-07,4673.25,19.4,-2.03338e-07,4673.25
6.48,1625.94,4.87674e-07,1493.71,1625.94,-4.93762e-07,1493.71,6.74818,6.99691e-08,4685.89,6.74818,-6.46439e-08,4685.89
6.49,1708.15,4.69814e-07,1725.31,1708.15,-4.7549e-07,1725.31,-2.7222,1.08219e-07,4671.42,-2.7222,-1.03048e-07,4671.42
6.5,1254.59,3.89929e-07,1962.39,1254.59,-3.90587e-07,1962.39,3.43121,2.5451e-07,4623.29,3.43121,-2.54183e-07,4623.29
6.51,1247.73,5.38329e-07,2212.53,1247.73,-5.23097e-07,2212.53,-4.24328,9.27137e-08,4557.26,-4.24328,-1.07446e-07,4557.26
6.52,1240.84,5.09793e-07,2455.27,1240.84,-4.72068e-07,2455.27,-11.5242,-4.25344e-08,4479.86,-11.5242,6.24199e-09,4479.86
6.53,1234.19,4.62695e-07,2683.83,1234.19,-4.6286e-07,2683.83,-18.1855,2.6157e-07,4396.53,-18.1855,-2.61666e-07,4396.53
6.54,1228.02,5.32111e-07,2892.71,1228.02,-5.26698e-07,2892.71,-24.0773,9.70716e-08,4311.89,-24.0773,-1.02402e-07,4311.89
6.55,1222.52,4.97477e-07,3077.69,1222.52,-5.31588e-07,3077.69,-29.1139,1.61471e-08,4229.72,-29.1139,1.66836e-08,4229.72
6.56,1217.84,2.56288e-07,3235.85,1217.84,-2.47441e-07,3235.85,-33.2616,-3.73406e-08,4152.9,-33.2616,2.85387e-08,4152.9
6.57,1214.03,6.08439e-07,3365.42,1214.03,-5.96314e-07,3365.42,-36.5268,1.12956e-08,4083.48,-36.5268,-2.31344e-08,4083.48
6.58,1211.13,4.21242e-07,3465.73,1211.13,-4.29942e-07,3465.73,-38.9465,3.16407e-08,4022.73,-38.9465,-2.32005e-08,4022.73
6.59,1209.11,4.90995e-07,3537.04,1209.11,-4.97493e-07,3537.04,-40.5793,3.71155e-08,3971.22,-40.5793,-3.06964e-08,3971.22
6.6,1207.91,4.46904e-07,3580.46,1207.91,-4.4697e-07,3580.46,-41.4984,4.45571e-08,3928.9,-41.4984,-4.45389e-08,3928.9
6.61,1207.45,4.53891e-07,3597.77,1207.45,-4.52922e-07,3597.77,-41.7871,1.62816e-07,3895.25,-41.7871,-1.63712e-07,3895.25
6.62,1207.62,5.30073e-07,3591.28,1207.62,-5.30319e-07,3591.28,-41.5341,2.64139e-07,3869.34,-41.5341,-2.63664e-07,3869.34
6.63,1208.32,4.65448e-07,3563.7,1208.32,-4.54832e-07,3563.7,-40.8304,3.0102e-07,3850,-40.8304,-3.11525e-07,3850
6.64,1209.42,3.97572e-07,3518.04,1209.42,-4.03007e-07,3518.04,-39.7669,2.72567e-07,3835.87,-39.7669,-2.67127e-07,3835.87
6.65,-21379.9,3.32393e-07,15188.2,-21379.9,-3.30855e-07,15188.2,409.723,1.76496e-07,3682.16,409.723,-1.81875e-07,3682.16
6.66,-54.1571,-2.45113e-11,5710.88,-54.1571,-3.12711e-11,5710.88,-39.2811,2.16122e-07,3688.32,-39.2811,-2.15484e-07,3688.32
6.67,-2204.91,3.21562e-07,9787.57,-2204.91,-3.28057e-07,9787.57,-71.8237,7.40695e-08,3883.82,-71.8237,-6.59908e-08,3883.82
6.68,448.522,3.02643e-07,7285.74,448.522,-3.05523e-07,7285.74,-91.6944,1.75657e-07,4068.77,-91.6944,-1.76278e-07,4068.77
6.69,1218.12,3.77049e-07,4908.7,1218.12,-3.59966e-07,4908.7,-59.9251,2.36442e-07,4182.68,-59.9251,-2.52206e-07,4182.68
6.7,1213.02,4.14395e-07,4162.17,1213.02,-4.14896e-07,4162.17,-43.0164,2.25364e-07,4262.17,-43.0164,-2.24011e-07,4262.17
6.71,1224.39,2.87425e-07,3471.29,1224.39,-2.31023e-07,3471.29,-28.7081,1.59379e-07,4303.3,-28.7081,-2.12493e-07,4303.3
6.72,1233.64,1.77667e-07,2840.08,1233.64,-1.56184e-07,2840.08,-16.4019,1.68669e-07,4303.9,-16.4019,-1.88423e-07,4303.9
6.73,1241.22,3.66235e-07,2277.52,1241.22,-3.38269e-07,2277.52,-6.21819,8.92877e-08,4264.17,-6.21819,-1.15189e-07,4264.17
6.74,1247.37,9.96165e-08,1789.52,1247.37,-1.02152e-07,1789.52,1.79509,2.22889e-07,4186.34,1.79509,-2.20538e-07,4186.34
6.75,1252.21,2.82115e-07,1379.06,1252.21,-2.9204e-07,1379.06,7.66287,9.34381e-08,4074.35,7.66287,-8.43748e-08,4074.35
6.76,846.334,2.60657e-07,838.401,846.334,-2.5644e-07,838.401,28.0798,-2.62451e-08,3915.35,28.0798,2.26553e-08,3915.35
6.77,28.4344,2.11206e-12,128.969,28.4344,-2.97994e-12,128.969,70.119,1.92996e-07,3669.46,70.119,-1.92935e-07,3669.46
6.78,43.1055,-3.74347e-12,-82.9255,43.1055,-1.50569e-12,-82.9255,71.5053,4.79681e-08,3382.49,71.5053,-4.77736e-08,3382.49
6.79,43.6601,-2.27014e-12,-124.217,43.6601,-6.54208e-14,-124.217,65.5946,1.88201e-07,3081.92,65.5946,-1.88108e-07,3081.92
6.8,39.7521,4.41417e-12,-106.877,39.7521,6.64578e-12,-106.877,58.8078,1.65405e-07,2779.18,58.8078,-1.65424e-07,2779.18
6.81,34.75,1.49653e-11,-75.7721,34.75,1.49627e-11,-75.7721,52.2018,3.36972e-07,2483.04,52.2018,-3.37339e-07,2483.04
6.82,30.0444,-4.04659e-12,-47.0305,30.0444,-4.04876e-12,-47.0305,46.1368,1.37225e-07,2200.6,46.1368,-1.37078e-07,2200.6
6.83,26.0892,-1.52685e-11,-25.0424,26.0892,-1.52748e-11,-25.0424,40.689,2.80324e-08,1937.69,40.689,-2.75762e-08,1937.69
6.84,22.9413,1.09389e-11,-9.79498,22.9413,1.09448e-11,-9.79498,35.8314,7.44048e-08,1698.95,35.8314,-7.46861e-08,1698.95
6.85,20.5197,-1.26841e-11,0.0782623,20.5197,-1.26874e-11,0.0782623,31.5093,4.52028e-08,1487.92,31.5093,-4.49024e-08,1487.92
6.86,18.7182,1.71721e-12,6.11343,18.7182,1.71929e-12,6.11343,27.6692,1.77481e-07,1307.05,27.6692,-1.77486e-07,1307.05
6.87,17.4466,1.99438e-11,9.61738,17.4466,1.9944e-11,9.61738,24.267,2.00323e-07,1157.76,24.267,-2.00858e-07,1157.76
6.88,16.6408,2.32206e-12,11.5826,16.6408,2.32335e-12,11.5826,21.2676,1.49649e-07,1040.51,21.2676,-1.49708e-07,1040.51
6.89,16.26,-3.28725e-13,12.7141,16.26,-3.28068e-13,12.7141,18.6413,3.08045e-07,954.875,18.6413,-3.08094e-07,954.875
6.9,16.2796,-3.12945e-12,13.4869,16.2796,-3.12897e-12,13.4869,16.3596,1.45373e-07,899.636,16.3596,-1.45376e-07,899.636
6.91,16.6851,-9.01029e-12,14.203,16.6851,-9.00764e-12,14.203,14.3917,2.14491e-07,872.89,14.3917,-2.14194e-07,872.89
6.92,2428.77,-1.63253e-07,2597.84,2428.77,1.7528e-07,2597.84,-124.539,1.52309e-07,1094.07,-124.539,-1.64197e-07,1094.07
6.93,1157.99,-1.94168e-07,3078.81,1157.99,1.7066e-07,3078.81,-89.3023,1.47499e-07,1358.88,-89.3023,-1.24238e-07,1358.88
6.94,1906.96,-8.87668e-08,4466.81,1906.96,9.68432e-08,4466.81,-17714.4,-2.11587e-07,12241.2,-17714.4,1.97739e-07,12241.2
6.95,1180.8,-7.46588e-08,5044.37,1180.8,7.48279e-08,5044.37,-52.8217,-2.26348e-11,4736.64,-52.8217,-1.8174e-11,4736.64
6.96,1328.55,-1.33134e-07,5735.81,1328.55,1.23977e-07,5735.81,-2983.52,2.17233e-07,7962.79,-2983.52,-2.0705e-07,7962.79
6.97,1214.13,-5.27452e-08,6210.26,1214.13,5.86473e-08,6210.26,-893.417,1.65761e-07,6135.15,-893.417,-1.74252e-07,6135.15
6.98,1143.11,-1.60451e-07,6470.86,1143.11,1.72864e-07,6470.86,-122.265,-4.35885e-08,4175.83,-122.265,3.08485e-08,4175.83
6.99,1129.36,-2.71811e-07,6583.93,1129.36,2.58521e-07,6583.93,-96.2317,1.18106e-07,3503.05,-96.2317,-1.02791e-07,3503.05
7,1131.67,3.16524e-08,6578.92,1131.67,-4.74006e-08,6578.92,-109.852,2.04452e-07,3323.85,-109.852,-1.86355e-07,3323.85
7.01,1137.1,3.66356e-08,6469.11,1137.1,-2.82349e-08,6469.11,-103.643,7.33702e-08,3213.74,-103.643,-8.25722e-08,3213.74
7.02,1145.14,-2.0726e-07,6269.02,1145.14,2.07343e-07,6269.02,-96.6909,7.00316e-08,3161.81,-96.6909,-6.97094e-08,3161.81
7.03,1154.83,-1.95638e-07,5994.15,1154.83,1.85525e-07,5994.15,-89.1456,2.68811e-07,3157.22,-89.1456,-2.57011e-07,3157.22
7.04,1165.35,-3.1423e-07,5660.43,1165.35,2.98562e-07,5660.43,-81.0871,2.0021e-07,3188.85,-81.0871,-1.82238e-07,3188.85
7.05,1176.03,-3.23868e-07,5283.67,1176.03,3.18926e-07,5283.67,-72.6392,8.4833e-08,3245.82,-72.6392,-7.92308e-08,3245.82
7.06,1167.87,-1.61416e-07,4848.53,1167.87,1.47906e-07,4848.53,68.0605,9.69135e-08,2691.95,68.0605,-8.19097e-08,2691.95
7.07,1136.59,-1.91003e-07,4310.21,1136.59,1.90595e-07,4310.21,-4.94834,1.46844e-12,863.746,-4.94834,-1.98286e-13,863.746
7.08,1134.71,-2.35102e-07,3719.99,1134.71,2.3518e-07,3719.99,-65.8539,-1.44176e-11,163.622,-65.8539,-1.44329e-11,163.622
7.09,1142.96,-2.42354e-07,3112.25,1142.96,2.41976e-07,3112.25,-82.9017,5.33499e-12,-69.1403,-82.9017,5.33138e-12,-69.1403
7.1,1154.37,-3.94345e-07,2510.31,1154.37,3.9405e-07,2510.31,-82.6476,1.25895e-11,-119.098,-82.6476,1.48004e-11,-119.098
7.11,1166.14,-2.84627e-07,1931.59,1166.14,2.84881e-07,1931.59,-76.5974,-2.34701e-11,-106.241,-76.5974,-2.34629e-11,-106.241
7.12,1177.32,-2.73128e-07,1389.76,1177.32,2.73031e-07,1389.76,-69.3697,-1.10689e-12,-78.4217,-69.3697,-1.10545e-12,-78.4217
7.13,1045.16,-3.94318e-07,903.596,1045.16,3.94145e-07,903.596,-59.739,-1.10989e-12,-54.1225,-59.739,-1.109e-12,-54.1225
7.14,812.111,-2.60222e-07,637.61,812.111,2.51694e-07,637.61,-258.759,7.69392e-08,3151.71,-258.759,-6.88264e-08,3151.71
7.15,658.052,-3.1414e-07,487.67,658.052,3.00411e-07,487.67,52.019,2.4588e-08,3700.81,52.019,-1.11625e-08,3700.81
7.16,611.247,-2.94078e-07,443.371,611.247,3.13212e-07,443.371,67.4555,8.99935e-08,4144.79,67.4555,-1.09519e-07,4144.79
7.17,660.715,-3.32464e-07,493.871,660.715,3.37676e-07,493.871,72.5703,1.64009e-08,4499.07,72.5703,-2.20355e-08,4499.07
7.18,789.941,-3.36362e-07,624.636,789.941,3.49278e-07,624.636,69.2832,-3.38382e-09,4773.65,69.2832,-9.33318e-09,4773.65
7.19,981.06,-4.05914e-07,818.731,981.06,4.09592e-07,818.731,59.5068,-4.28686e-08,4979.46,59.5068,3.89112e-08,4979.46
7.2,1216.07,-3.2586e-07,1058.23,1216.07,3.38715e-07,1058.23,45.1747,-9.17847e-08,5127.7,45.1747,7.90546e-08,5127.7
7.21,1478.97,-3.75604e-07,1332.33,1478.97,3.85021e-07,1332.33,29.8297,1.11675e-07,5222.59,29.8297,-1.20975e-07,5222.59
7.22,1753.52,-3.03878e-07,1626.48,1753.52,3.12572e-07,1626.48,13.2237,7.43928e-08,5272.39,13.2237,-8.31042e-08,5272.39
7.23,1381.16,-3.41511e-07,1923.79,1381.16,3.3798e-07,1923.79,15.2465,1.04837e-07,5270.16,15.2465,-1.01837e-07,5270.16
7.24,1260.22,-2.92266e-07,2235.04,1260.22,3.13825e-07,2235.04,8.95892,1.3204e-07,5228.57,8.95892,-1.5297e-07,5228.57
7.25,1251.83,-3.68474e-07,2542.73,1251.83,3.54265e-07,2542.73,-0.604828,1.38065e-07,5158.41,-0.604828,-1.24886e-07,5158.41
7.26,1243.46,-4.33506e-07,2834.06,1243.46,4.29523e-07,2834.06,-9.53837,1.00128e-07,5067.45,-9.53837,-9.67813e-08,5067.45
7.27,1235.45,-4.33782e-07,3101.39,1235.45,3.97206e-07,3101.39,-17.5794,1.52786e-07,4962.55,-17.5794,-1.18096e-07,4962.55
7.28,1228.09,-3.47427e-07,3338.74,1228.09,3.87269e-07,3338.74,-24.5708,3.41372e-08,4849.75,-24.5708,-7.24998e-08,4849.75
7.29,1221.61,-4.24182e-07,3541.75,1221.61,4.16387e-07,3541.75,-30.4409,1.36807e-07,4734.09,-30.4409,-1.29411e-07,4734.09
7.3,1216.14,-5.30796e-07,3707.59,1216.14,5.41245e-07,3707.59,-35.1834,1.69064e-07,4619.67,-35.1834,-1.79335e-07,4619.67
7.31,1211.76,-2.44934e-07,3834.89,1211.76,2.42221e-07,3834.89,-38.8398,1.15541e-07,4509.61,-38.8398,-1.1308e-07,4509.61
7.32,1208.48,-3.72708e-07,3923.58,1208.48,3.80459e-07,3923.58,-41.4831,7.60356e-08,4406.13,-41.4831,-8.38627e-08,4406.13
7.33,1206.25,-2.98056e-07,3974.73,1206.25,3.00756e-07,3974.73,-43.2064,1.43749e-07,4310.63,-43.2064,-1.46415e-07,4310.63
7.34,1204.99,-2.5657e-07,3990.37,1204.99,2.58032e-07,3990.37,-44.1138,2.51361e-07,4223.8,-44.1138,-2.52847e-07,4223.8
7.35,1204.58,-3.44294e-07,3973.33,1204.58,3.34247e-07,3973.33,-44.3135,3.23097e-07,4145.72,-44.3135,-3.13171e-07,4145.72
7.36,1204.9,-2.3619e-07,3927.08,1204.9,2.6474e-07,3927.08,-43.9143,1.12383e-07,4075.98,-43.9143,-1.40764e-07,4075.98
7.37,-22166.8,-3.15646e-07,15943.1,-22166.8,3.04471e-07,15943.1,420.14,2.64968e-07,3868.3,420.14,-2.53235e-07,3868.3
7.38,-3735.25,-4.13829e-07,13184.3,-3735.25,4.14598e-07,13184.3,-95.2635,9.56108e-08,4096.83,-95.2635,-1.01619e-07,4096.83
7.39,-1089.27,-3.39668e-07,10482.7,-1089.27,3.47227e-07,10482.7,-107.862,1.53475e-07,4329.36,-107.862,-1.62586e-07,4329.36
7.4,-19.5264,-2.08818e-11,3445.05,-19.5264,-1.40109e-11,3445.05,21.5454,2.69415e-07,4278.75,21.5454,-2.68864e-07,4278.75
7.41,1939.94,-3.69308e-07,4916.88,1939.94,4.22729e-07,4916.88,-79.0542,1.25701e-07,4349.62,-79.0542,-1.7642e-07,4349.62
7.42,1214.21,-3.6011e-07,4091.63,1214.21,3.81216e-07,4091.63,-40.1753,-2.49613e-08,4371.21,-40.1753,5.2789e-09,4371.21
7.43,1225.24,-4.117e-07,3327.44,1225.24,4.3617e-07,3327.44,-25.7826,1.90964e-07,4353.08,-25.7826,-2.13611e-07,4353.08
7.44,1234.55,-4.52461e-07,2632.47,1234.55,4.50664e-07,2632.47,-13.4465,2.43085e-07,4294.76,-13.4465,-2.41336e-07,4294.76
7.45,1242.26,-3.67887e-07,2015.99,1242.26,3.88495e-07,2015.99,-3.25915,7.46274e-08,4197.63,-3.25915,-9.35482e-08,4197.63
7.46,1248.61,-3.08773e-07,1483.85,1248.61,3.2214e-07,1483.85,4.73948,8.66444e-08,4065.02,4.73948,-9.88574e-08,4065.02
7.47,1122.29,-4.00332e-07,1034.68,1122.29,4.01141e-07,1034.68,14.4602,4.3172e-08,3898.97,14.4602,-4.39821e-08,3898.97
7.48,23.0946,-5.79981e-12,161.238,23.0946,2.42326e-12,161.238,67.1253,1.26585e-07,3643.25,67.1253,-1.26581e-07,3643.25
7.49,42.4354,-1.80544e-12,-100.077,42.4354,-4.01688e-12,-100.077,70.8288,1.36371e-07,3342.68,70.8288,-1.36311e-07,3342.68
7.5,44.0895,2.29279e-13,-153.864,44.0895,2.27e-13,-153.864,65.1361,7.51967e-08,3030.37,65.1361,-7.53339e-08,3030.37
7.51,40.0802,2.43082e-12,-135.406,40.0802,2.42229e-12,-135.406,58.3668,1.22579e-07,2718.49,58.3668,-1.22665e-07,2718.49
7.52,34.5389,9.48031e-12,-99.1803,34.5389,9.47891e-12,-99.1803,51.7796,1.60988e-07,2416,51.7796,-1.61385e-07,2416
7.53,29.2197,-1.06994e-13,-64.9772,29.2197,-9.81104e-14,-64.9772,45.8027,1.50292e-07,2129.99,45.8027,-1.5028e-07,2129.99
7.54,24.7255,-9.50672e-12,-38.3632,24.7255,-9.50602e-12,-38.3632,40.5264,2.31245e-07,1866.13,40.5264,-2.31122e-07,1866.13
7.55,21.158,9.81348e-12,-19.5302,21.158,9.82034e-12,-19.5302,35.918,5.54336e-08,1628.86,35.918,-5.57277e-08,1628.86
7.56,18.435,-3.51266e-12,-6.98249,18.435,-3.51845e-12,-6.98249,31.9116,7.71125e-08,1421.43,31.9116,-7.71112e-08,1421.43
7.57,16.4317,9.01188e-12,1.02262,16.4317,9.00768e-12,1.02262,28.4422,1.53373e-07,1246,28.4422,-1.53691e-07,1246
7.58,15.0355,1.41122e-12,5.98396,15.0355,-8.0587e-13,5.98396,25.4552,6.6074e-08,1103.67,25.4552,-6.61348e-08,1103.67
7.59,14.1608,-4.53279e-12,9.04567,14.1608,-6.75341e-12,9.04567,22.9061,1.16592e-08,994.572,22.9061,-1.16188e-08,994.572
7.6,13.748,1.53636e-11,11.0239,13.748,1.53666e-11,11.0239,20.7568,1.61739e-08,917.952,20.7568,-1.67054e-08,917.952
7.61,13.7566,-1.53992e-11,12.4713,13.7566,-1.5402e-11,12.4713,18.971,8.01017e-08,872.278,18.971,-7.97502e-08,872.278
7.62,14.1591,1.74656e-11,13.743,14.1591,1.74661e-11,13.743,17.51,1.83822e-08,855.351,17.51,-1.88462e-08,855.351
7.63,14.9347,-1.53084e-11,15.0502,14.9347,-1.53155e-11,15.0502,16.33,-2.579e-08,864.425,16.33,2.60009e-08,864.425
7.64,16.0654,6.9417e-12,16.5028,16.0654,6.94613e-12,16.5028,15.3805,9.53887e-08,896.33,15.3805,-9.57285e-08,896.33
7.65,3044.41,-2.7879e-07,3592.63,3044.41,2.95709e-07,3592.63,-17126.5,-1.47239e-07,11582.3,-17126.5,1.26267e-07,11582.3
7.66,1405.64,-2.73218e-07,4642.57,1405.64,2.53885e-07,4642.57,-3653.37,1.14486e-07,9430.14,-3653.37,-9.37067e-08,9430.14
7.67,1147.57,-2.65023e-07,5254.47,1147.57,2.65253e-07,5254.47,-93.9674,-2.26643e-11,3458.21,-93.9674,-2.46954e-11,3458.21
